Videos;Videotitel;Veröffentlichungszeitpunkt des Videos;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;Geteilte Inhalte;Kommentare hinzugefügt;„Mag ich“ und „Mag ich nicht“ im Vergleich (%);„Mag ich nicht“-Bewertungen;Likes;Verlorene Abonnenten;Gewonnene Abonnenten;Durchschnittliche Wiedergabedauer in Prozent (%);Im Feed angezeigt;Aufrufe;Wiedergabezeit (Stunden);Geschätzter Umsatz (EUR);Durchschnittliche Wiedergabedauer;Impressionen;Klickrate der Impressionen (%);Länge des Videos (sek);Thema;Bewertung Titel;Gestaltung Thumbnail
6l3eNO4rAuE;"""Die Wucht des iranischen Angriffs ist ein Statement"" - Militärexperte zum Vergeltungsschlag | ntv";14.04.2024;3140;0;0;1180;2860;7744;1250;4290;0;510;5022;0;433770;30075091;41;00:04:09;8247740;357;;;;
xXdUosAzmvw;"""Friedensangebot"" - Russen witzeln über Iran-Angriff | ntv";15.04.2024;1960;10;10;1140;2220;7739;1870;6400;30;600;6989;0;904780;13877219;78;00:00:55;10134730;528;;;;
5UJL-72Yijw;"""China wird sich nicht von Deutschland belehren lassen"" - China-Experte zum Kanzler-Besuch | ntv";15.04.2024;3750;0;0;2960;7530;8195;3350;15210;60;1470;4446;0;1291490;50884492;192;00:02:21;30893620;211;;;;
F9NDItheiA4;Präventivschlag notwendig? - Reisner: Auch Israels Luftabwehr kann überwunden werden | ntv;15.04.2024;5700;40;0;3560;4020;8757;2100;14800;30;870;6215;0;1388110;51524003;552;00:02:13;15757510;50;;;;
rNLSEe3xOpY;"""Grüne wollen Zwietracht säen"" - CSU-Politikerin Bär zum Abtreibungsgesetz | ntv #Frühstart";15.04.2024;10;10;0;0;0;;0;0;0;0;2834;0;110;3698;26;00:02:01;2020;198;;;;
Uy6RwJ2mic4;"""In Würde altern können"" - Halmich nimmt Raab aufs Korn - Comeback mit Boxkampf | ntv";15.04.2024;500;0;0;170;100;1000;0;610;0;40;5907;0;205450;3169028;22893;00:00:55;2451600;614;;;;
uBjvFyNqUqM;Sydney unter Schock: Polizei stuft Messerangriff in Kirche als Terrorakt ein | ntv;16.04.2024;10;0;0;20;0;1000;0;10;0;0;5581;0;1610;16474;183;00:00:36;8620;1462;;;;
bmw9n8LvaMQ;"Reisner zu Drohnen-Macht: ""In Russland wird jetzt in drei Schichten gearbeitet"" | ntv";16.04.2024;10;0;0;10;0;1000;0;10;0;0;4253;0;1800;51672;294;00:01:43;57940;174;;;;
mOLxcPoTen8;"""Über Tote wird hinweggestolpert"" - Mount Everest wird freigeräumt - Sherpas bergen Leichen | ntv";16.04.2024;500;60;0;400;100;1000;0;470;20;50;7351;0;166120;3188618;27936;00:01:09;1142280;999;;;;
lL-F7p4oBcY;"""Es gilt das Recht des Stärkeren"" - Reisner nennt mögliche Ziele für Gegenschlag Israels | ntv";17.04.2024;10;0;0;0;10;;0;0;0;0;4683;0;670;29372;92;00:02:37;13990;25;;;;
1bMypK3ncrg;"Russen rüsten ihren ""Schildkröten-Panzer"" auf - Prototyp wurde zerstört  | ntv";18.04.2024;10;0;0;10;0;;0;0;0;0;4826;0;1250;16926;9;00:00:48;16550;495;;;;
Rcctu8j-Dpw;"""Niemals hinnehmen"" - Scholz zu russischer Spionage - Auch in Polen Agent festgenommen  | ntv";19.04.2024;1700;0;0;820;3200;5632;2490;3210;0;190;5545;0;549300;6853685;7;00:00:44;17404710;191;;;;
IW4z9vHoWmQ;"Iran spricht von ""absoluter Ruhe"" - Video soll Israels Angriff auf Isfahan zeigen | ntv";19.04.2024;10;0;0;0;0;1000;0;10;0;0;4297;0;360;4254;36;00:00:42;5560;396;;;;
ADZFlGu2Etg;Selbstverbrennung: Protest während Trump-Prozess schockt New York | ntv;20.04.2024;2510;0;0;470;500;7941;210;810;10;90;7417;0;135050;1363324;3;00:00:36;1806820;411;;;;
9wg_WhNcNiA;Rekord-Fallschirmsprung aus Stratosphäre - Russen landen mit Erfrierungen im Gesicht   | ntv;20.04.2024;10;0;0;10;0;;10;-10;0;0;3869;0;1260;18959;168;00:00:54;6810;778;;;;
Vs6t8s1Wmds;"""1000 ATACMS in Ukraine-Paket"": Thiele: USA werden versuchen, Russen zu überraschen | ntv";21.04.2024;4480;0;0;1980;5120;722;5430;14100;60;1270;517;0;1546940;64200708;522;00:02:29;19747110;449;;;;
X_EBEeJKNHI;"""Schneller! Noch schneller!"" - Scholz hat mit faulem Messe-Roboter zu kämpfen | ntv";22.04.2024;10;0;0;40;0;1000;0;10;0;0;5836;0;1260;16136;109;00:00:46;26500;23;;;;
SN-9F5TM0DY;USA einsame Spitze: Militärausgaben höher als zum Ende des Kalten Kriegs | ntv;22.04.2024;10;0;0;0;0;1000;0;10;0;0;4072;0;100;1143;8;00:00:41;2300;261;;;;
TZy5p4VSrsM;"Front hält, neue Waffen kommen - Richter: Ob Moskaus Strategie aufgeht, ""ist zweifelhaft"" | ntv";23.04.2024;4280;0;0;950;4800;8138;3100;13550;20;1000;4455;0;1166030;994308;839;00:05:06;15364970;474;;;;
xuzn-ersBoE;"Was Russland ""nicht haben kann, macht es kaputt"" - Militärexperte Lange im Frühstart  | ntv";23.04.2024;2960;0;0;580;2240;8751;1060;7430;20;370;5023;0;433290;30890789;99;00:04:16;4968750;507;;;;
SToQr-3obJo;Führt Ukraines Dilemma zum Dominoeffekt? Reisner zu Russlands Vorstoß nach Otscheretyne  | ntv;24.04.2024;5430;0;0;3980;6420;8621;4090;25570;70;1860;5062;0;2192910;103918425;328;00:02:50;24444770;501;;;;
hxnvyIuTo60;"""Nichts Lebenswertes mehr"" in Charkiw - Mangott zu Russlands Angriffen  | ntv";24.04.2024;1930;0;0;460;1890;7787;1580;5560;10;300;5919;0;470240;22268098;63;00:02:50;5472970;491;;;;
PRcuqtYXVl0;Ballons und Süßigkeiten sollen vermissten Arian locken - Kamera zeichnet Verschwinden auf | ntv;25.04.2024;10;0;0;0;0;;0;0;0;0;5624;0;940;11895;127;00:00:45;21880;352;;;;
biPKACxKD0s;"""Die Krim ist nicht mehr sicher"" - Munz zu Raketenlieferungen aus den USA  | ntv";25.04.2024;2800;0;0;720;2020;8799;1500;10990;50;780;619;0;785100;34558145;182;00:02:38;5509420;837;;;;
0Pd10KAAW-0;"""Die Ukraine versucht, Brennpunkte zu schaffen"" - Reisners Blick auf die Front | ntv";06.05.2024;6370;0;0;2430;3660;8851;2990;23030;80;1280;5397;0;1549360;103358349;575;00:04:00;16126750;55;;;;
RliGGEQncKo;"Wegen ""fatalem Fehler"" läuft Zeit ""militärisch gegen uns - General zur militärischen Lage | ntv";06.05.2024;2690;0;0;2480;7460;6107;7530;11810;70;1240;3268;0;1432750;99380321;462;00:04:09;15001500;542;;;;
XJhVGQH_xv8;"Putin ""spricht vielen Russen aus dem Herzen"" - Munz zur Rede nach dem Amtseid  | ntv";07.05.2024;2300;0;0;9360;10000;858;4180;25250;110;2410;2384;0;1456180;92876489;1803;00:03:49;14806070;435;;;;
K7fJrzBrihc;"Wiederholungstäter Höcke nutzt weiter SA-Parolen - Von Lucke: ""geschicktes Spiel""  | ntv";07.05.2024;10;0;0;10;10;-1000;20;-10;0;0;3487;0;1800;38534;439;00:01:17;15180;586;;;;
CAf11Dcjf5w;Reich dank Promi-Enthüllung? Das steckt hinter der Abzocke | ntv #Faktenzeichen;07.05.2024;130;0;0;3740;160;9314;70;950;40;230;302;0;120820;9151725;45479;00:04:32;375800;1081;;;;
oN5AkEsXqjQ;"""Wirklich angsteinflößend"" - Unmengen Drohnen setzen ukrainischer Artillerie zu | ntv";08.05.2024;4150;0;0;490;1030;8406;910;4800;10;270;5521;0;683030;15083292;25;00:01:19;7183470;60;;;;
qHvxXNPS1v4;"Erneute Drohung mit Atomwaffen ""ist politischer Bluff"" - Reporter Munz zu Putins Strategie  | ntv";10.05.2024;1910;0;0;1080;5020;5217;4950;5400;10;600;5351;0;566520;14988169;32;00:01:35;16434470;179;;;;
fPb1nbESmlc;"""Russische Verluste sind exorbitant hoch"" -  Umbach: 500.000 tote Soldaten bis Jahresende? | ntv";10.05.2024;13660;0;0;1850;8990;7549;5820;17930;20;1660;5186;0;1435040;92605682;3079;00:03:52;16222710;504;;;;
_zKV4Xlo97M;"""Wie ein Sportwagen, nur besser"" - US Air Force bildet 24 Deutsche zu Kampfpiloten aus | ntv";10.05.2024;10;0;0;10;0;1000;0;20;0;0;550;0;360;1045;79;00:01:44;1180;678;;;;
t3bp2QGzIAw;"""Kein Zufall, dass Offensive auf Charkiw jetzt begonnen hat"" - Munz zur Entlassung Schoigus| ntv";13.05.2024;4800;0;0;660;1670;7828;1620;5840;60;760;5457;0;1085660;24190844;13;00:01:20;46008890;155;;;;
Dkuxj5yYDgA;Schiffbrüchige gerettet - Orcas versenken Segeljacht | ntv;14.05.2024;10;0;0;40;0;1000;0;10;0;0;7289;0;1980;31269;346;00:00:56;3400;882;;;;
_s_ejlV2aNM;"""Die Fliege"": Drogenboss in Frankreich befreit - Wer verriet Angreifern die Geheimroute? | ntv";15.05.2024;10;0;0;0;10;1000;0;10;0;0;5912;0;530;8268;59;00:00:56;7270;454;;;;
C8xu09z8cL8;"Scholz verurteilt ""feigen Anschlag"" auf Fico - Motiv bislang unklar | ntv";15.05.2024;1610;0;0;1410;3480;8458;600;3290;20;420;4633;0;854250;14620112;47;00:01:01;37891070;162;;;;
eZHV7CWUKIk;"""Russland hat nur noch eine Wahl"" - Munz zu Putins China-Reise  | ntv";16.05.2024;4850;0;0;740;3950;6256;4650;7770;60;900;6425;10;947490;20123195;413;00:01:16;11442850;449;;;;
nUJWBotCsus;"Weidel: AfD geht gegen ""albernes"" Höcke-Urteil in Berufung | ntv";16.05.2024;150;20;0;120;160;10714;10;-150;0;0;339;0;28560;169146;9188;00:03:33;607480;263;;;;
syYOcZ0Dtu8;Bodycam-Videos zeigen schwere Straßenkämpfe  In Wowtschansk | ntv;17.05.2024;10;0;0;0;0;2000;-10;20;0;0;4354;0;1800;29392;138;00:00:58;11680;873;;;;
LML5rrhBi6E;"Risse in der Partnerschaft? Munz: ""Es ruckelt zwischen Russland und China"" - drei Beispiele | ntv";17.05.2024;10;0;0;0;0;1000;0;-20;0;0;2731;0;410;4013;64;00:00:35;6920;318;;;;
NJ_os9D-mHw;Russland zermürbt Ukraine an allen Fronten - Banges Warten auf US-Munition | ntv;19.05.2024;5350;0;0;2840;9980;6115;8080;12720;80;1780;4527;0;1677650;43035977;234;00:01:32;33125300;298;;;;
jPTdTvAiVfg;Hubschrauber-Absturz: Iran meldet Tod von Staatsoberhaupt Ebrahim Raisi | ntv;20.05.2024;5040;0;0;5240;9180;9298;930;12310;10;1800;5587;0;1612090;35775559;124;00:01:19;63021420;169;;;;
Qotm0uLQlIc;"Raisi war wichtiger Partner - Munz: ""Der Kreml schaut ganz genau Richtung Iran"" | ntv";20.05.2024;2510;0;0;580;1310;7898;780;2930;30;330;6411;0;416910;6384583;1;00:00:55;20051290;146;;;;
V7wOymY04bY;"""Keine Gleichsetzung zwischen Israel und Hamas"" - USA empört über Haftbefehl-Antrag | ntv";21.05.2024;10;0;0;0;0;500;-10;-10;0;0;509;0;190;2901;27;00:00:54;5060;296;;;;
LihIqSfEjqg;"""Diplomatisch ist das eine riesengroße Katastrophe"" - Blufarb zu Netanjahu-Haftbefehl | ntv";22.05.2024;4240;0;0;820;4070;6178;2580;4170;20;490;5068;0;707240;13639013;207;00:01:09;20406930;227;;;;
jymXW6gFYG4;Hochwasser-Teufelskreis in Bayern: Von Flut mitgerissene Autos verkeilen sich an Brücke | ntv;22.05.2024;10;0;0;10;0;;0;0;0;0;4946;0;290;2988;3;00:00:37;8270;181;;;;
E1BHFIEpQsk;"Munz: Moskaus ""aggressiver Akt"" überrumpelt Ostsee-Länder - Russland will See-Grenzen ändern | ntv";22.05.2024;10;0;0;0;0;;0;0;0;0;473;0;230;42;92;00:01:05;10510;152;;;;
9C-s_M1gx1s;Smartphone, Starlink, Sprengfallen: Versteckter Ukraine-Trupp bringt heimlich Tod von oben | ntv;22.05.2024;1810;0;0;360;290;8966;210;1820;0;130;3175;0;1089500;14700032;102;00:00:48;1106510;641;;;;
aZOrSCDevlg;Massive russische Flächen-Bombardements in heftigen Angriffswellen entlang der Front | ntv;23.05.2024;9620;0;0;710;2190;7548;1650;5080;10;410;5677;0;494270;11768787;68;00:01:25;7905530;349;;;;
xUWrg8b_81Y;"Russland-Beschuss mit US-Waffen? - Munz: Für Moskau ""würde eine bequeme Situation enden"" | ntv";23.05.2024;10;0;0;0;0;6667;-10;-20;0;0;5312;0;490;8821;246;00:01:04;8880;282;;;;
ql7yXRi6A3Q;Wie starb Raisi? Zeuge aus zweitem Heli schildert Flug - Stabschef: kein schlechtes Wetter | ntv;23.05.2024;12100;0;0;3360;2240;8977;700;6140;30;1020;6148;0;975510;28822541;1351;00:01:46;13512800;398;;;;
imMuZN5tu1A;"Ein Jahr AfD-Landrat in Sonneberg - was sagen die Wähler? - ""Würde ihn nicht wieder wählen""  | ntv";24.05.2024;230;0;0;130;180;5111;220;230;0;10;6159;0;29810;65786;4918;00:01:19;488730;456;;;;
Y9-5pWnOXaY;Bergwerk läuft mit Wasser voll: In Asse-Atommülllager steigt Angst vor Zwischenfall | ntv;24.05.2024;40;0;0;30;0;1000;0;20;0;0;6565;0;2520;48709;403;00:01:09;23520;829;;;;
5ZnKL2SxJ7Y;"Tote bei Einsturz von Lokal auf Mallorca  - ""Stimmung war sehr schaulustig"" | ntv";24.05.2024;10;0;0;0;0;;0;0;0;0;533;0;310;4039;65;00:00:46;6540;336;;;;
EERAfoxni30;Lachgas-Missbrauch grassiert in Deutschland - Kartuschen sogar in Automaten  | ntv;24.05.2024;20;0;0;10;0;;0;0;0;0;5643;0;520;8885;59;00:01:01;4830;435;;;;
t-sjsLZFN_w;Deutsche Urlauberinnen unter Todesopfern auf Mallorca - Das ist bekannt | ntv;24.05.2024;12710;0;0;940;560;8818;370;2760;20;340;6262;0;404620;7037594;206;00:01:02;5552050;497;;;;
QBFBVdd_EVk;Party-Schickeria im Fokus: So entstand der Sylter Rassismus-Skandal | ntv;27.05.2024;9950;0;0;14030;23040;5055;24560;25110;80;2460;4938;0;3876890;145698886;;00:02:15;77578960;33;;;;
tT2uTmPCgn4;"Aussagen ""irritierend"" - Experte:  Putin will an Ostsee ""gezielt Verunsicherung schaffen"" | ntv";27.05.2024;1770;0;0;460;1350;8554;1050;6210;30;460;4688;0;633520;27883507;862;00:02:38;7025500;491;;;;
rIBLlATuhqw;"""Keine Schuhputzer""? - So will Mr. Wipe die Sneakerwelt revolutionieren  | ntv Startup Magazin";27.05.2024;10;0;0;0;0;;0;0;0;0;2935;0;410;9626;85;00:01:24;3880;464;;;;
gkykxlcHtLQ;Upway möbelt gebrauchte E-Bikes wieder auf  | ntv | ntv;27.05.2024;10;0;0;0;0;;0;0;0;0;4165;0;960;38208;278;00:02:23;6280;653;;;;
j9RG5z1wxFA;"Rassistisches Gegröle unerwünscht - ""L'Amour Toujours""-Verbot auf Wiesn entzündet Debatte | ntv";28.05.2024;10;0;0;0;30;4286;40;30;0;0;4544;0;7630;104011;873;00:00:49;114150;402;;;;
KmNwGUZlHy4;"Angriff auf russischen Atom-Radar ""ist bemerkenswert"" - Reisners Blick auf die Front | ntv";29.05.2024;10;0;0;0;0;750;-10;-30;0;10;323;0;4220;177186;731;00:02:31;116920;204;;;;
GiGNnEF-HXY;"Nacktschnecken-Plage: Bekannter ""Trick"" macht's schlimmer - Was tun gegen die Blumen-Fresser? | ntv";29.05.2024;10;0;0;0;0;;0;0;0;0;4443;0;240;311;29;00:00:46;4200;381;;;;
fVF95sJFONY;Flucht mit Rottweiler im Maul - Löwin springt über Mauer und schnappt sich Wachhund | ntv;30.05.2024;10;0;0;40;0;1000;0;-20;0;0;6068;0;5460;76385;805;00:00:50;40310;781;;;;
RCIF_EYzUCI;"Beisenherz zum Rheinmetall-Deal: BVB ""sollte nicht so tun, als ginge es nicht ums Geld""  | ntv";30.05.2024;10;0;0;0;0;0;10;0;0;0;4751;0;460;692;61;00:00:54;10360;367;;;;
Gx_wMX-E3Is;US-Waffe Abrams M1 enttäuscht: Sechs-Millionen-Dollar-Panzer versagt in der Ukraine | ntv;30.05.2024;1410;30;0;360;210;8539;130;760;40;110;5587;0;290870;6545527;33952;00:01:21;2461180;815;;;;
WNRIOQRdFCk;China rüstet Roboterhund für Kampfoperationen mit Maschinengewehr auf | ntv;30.05.2024;30;0;0;190;0;;0;0;0;0;541;0;8270;108131;1275;00:00:47;22010;1322;;;;
btwNtSTLd2E;"Lena Meyer-Landrut bleibt auf Konzert-Tickets sitzen - ""Was macht man damit?"" | ntv";31.05.2024;10;0;0;0;10;1000;0;50;0;10;5385;0;5880;114351;2113;00:01:10;57220;453;;;;
wlWHT_RjN1o;"Trump-Urteil ""kann nur zwei Folgen haben"" - Politologe Jäger zu historischem Schuldspruch | ntv";31.05.2024;20;0;0;0;0;;0;0;0;0;3895;0;720;19083;147;00:01:35;9580;585;;;;
TJnkv4oUA44;Pistorius sagt Kiew 500-Millionen-Euro Waffenpaket zu - Einsatz auch auf Russen-Territorium? | ntv;31.05.2024;1980;0;0;1860;5190;3251;4630;2230;0;230;528;0;291780;3851261;75;00:00:47;10245970;138;;;;
zHgVK58F2Ho;Jury spricht Trump in allen Anklagepunkten schuldig - Strafmaß folgt im Juli  | ntv;31.05.2024;5030;0;0;2440;3820;8136;1780;7770;0;650;5935;0;820720;19078997;821;00:01:23;46386580;128;;;;
HHM5H1S0KF0;Wassermassen sprengen Lärmschutzwand an der B10 Sekunden nach vorbeifahrenden Autos  | ntv;03.06.2024;180;0;0;190;20;1000;0;-10;0;10;4571;0;33370;470292;5171;00:00:50;254270;676;;;;
g32qWnQgnD0;Tod löst Bestürzung aus: Verletzter Polizist stirbt nach Mannheimer Messerangriff | ntv;03.06.2024;20250;0;0;7360;15070;8457;3750;20560;90;2470;637;0;1879880;27943161;3;00:00:53;54781950;224;;;;
7KNJ7nqLPdg;Donau-Dämme und Schutzmauern drohen zu brechen - Passauer Innenstadt schon geflutet  | ntv;04.06.2024;2410;0;0;1010;310;940;90;1410;0;240;3791;0;1127010;10919383;53;00:00:34;3456260;419;;;;
mdP2NE-LS0o;"""Generelle Freigabe der West-Waffen wäre Gamechanger"" - Ukraine noch zu eingeschränkt  | ntv";04.06.2024;2140;0;0;1470;7390;6061;5380;8280;30;730;3733;0;698120;47130002;1569;00:04:03;10980910;358;;;;
djqGJyIPtTU;"Debatte nach Messerangriff: SPD-Wende bei Abschiebung ""ist eine Überraschung"" | ntv";04.06.2024;2390;10;0;1600;10930;5265;4110;4570;10;400;4565;0;840570;14709074;147;00:01:02;28819600;175;;;;
xveVxjd3Bn4;Verkehrswende: Was passiert mit einer Stadt, in der kein Zug mehr hält? | ntv Deutschland in Europa;04.06.2024;30;10;0;60;30;950;10;190;0;0;3571;0;7810;1049797;4188;00:08:03;120750;409;;;;
_g2gsCv7u0A;"""Werden alles wegfegen"" - TV-Propagandist droht deutschen Städten mit Vernichtung | ntv";05.06.2024;20;0;0;210;50;1000;0;20;10;20;5723;0;4770;111475;861;00:01:24;36530;788;;;;
-5nZnofkgBM;"Klimaschutz benötigt ""Modernisierung der Schuldenbremse"" - Dröge im ntv Frühstart  | ntv";05.06.2024;0;0;0;0;0;;0;0;0;0;622;0;10;75;11;00:00:27;570;175;;;;
QekmMmGdVzQ;Rakete schießt haarscharf vorbei: Drohne filmt brenzligen Flug durch Russlands Luftabwehr | ntv;05.06.2024;10;0;0;0;0;;0;0;0;0;4342;0;1090;17748;126;00:00:58;13580;538;;;;
7Nt88d7zw8k;Mietenwahnsinn: Wenn Todesanzeigen bei der Wohnungssuche helfen sollen | ntv;06.06.2024;20;0;0;50;50;9677;10;300;10;90;3528;0;33810;4412801;18913;00:07:49;502090;453;;;;
WbxMqzP46eQ;Mit Granaten beladen zum Ziel: Freiwillige bauen Hunderte Kamikaze-Drohnen für Ukraine | ntv;06.06.2024;60;0;0;40;0;1000;0;-10;0;0;5109;0;3370;65038;422;00:01:09;24870;86;;;;
MC2zPRlCBbI;"Angriff auf NATO-Gebiet ""Bullshit"" - Putin warnt vor Einsatz deutscher Waffen gegen Russland | ntv";06.06.2024;10;0;0;40;0;;-10;10;0;10;4837;0;4070;60151;14;00:00:53;58250;465;;;;
ex-XGPT4Fb0;"""Haben Radikalisierung von Mannheim-Täter finanziert"" - Sahra Wagenknecht zu Messerattacke | ntv";06.06.2024;7970;10;0;11010;9970;9159;3420;37250;30;2360;4205;0;1516580;111774655;5224;00:04:25;19689880;372;;;;
xvHv2VHsAl4;"""Putin versucht, Druck auf Deutschland zu machen"" - ntv-Reporter Munz zu Drohungen aus Kreml | ntv";06.06.2024;10;0;0;0;10;6667;-10;-20;0;0;3922;0;330;6723;5;00:01:13;8900;202;;;;
 -LcmQyWTJq8;Auftritt von Putins Töchtern heizt Nachfolgegerüchte an  | ntv;07.06.2024;10;0;0;0;0;750;-10;-30;0;0;582;0;1450;20865;181;00:00:51;14480;635;;;;
C0Ls4WaK6Yc;"Monica Lierhaus trifft WeltmeisterPaul Breitner:  ""26er-Kader ist ein Unding"" | ntv";09.06.2024;10;0;0;20;0;1000;0;20;0;0;933;0;3410;98404;951;00:01:43;20670;813;;;;
GRDcfTXOTTM;Wagenknecht kontra Nouripour: „Habe ich so nicht gesagt“ - Parteichefs im Wahl-Talk | ntv;09.06.2024;780;40;0;120;90;10909;-10;120;0;60;5195;0;47950;754273;9115;00:00:56;474380;332;;;;
0J7BjiDOOnw;"""Haben Sie mich gerade als Nazi bezeichnet?"" - Parteichefs geraten aneinander | ntv";09.06.2024;5160;200;0;5970;4000;9139;1110;11780;80;2620;4533;0;1678240;75652614;397886;00:02:42;21517820;539;;;;
XjZtOzgg9e0;Eigenes Heim gesprengt: Neue Aufnahmen zeigen Hausexplosion vor Polizeifahrzeug in Arlington  | ntv;09.06.2024;10;0;0;10;0;;0;0;0;0;4653;0;200;2353;16;00:00:42;1160;431;;;;
MNlCfrr_jRY;"""Wahlkampf mit Polizistenmord ist hoch unanständig"" - Klingbeil und Weidel zu Migration | ntv";09.06.2024;220;30;0;100;130;700;30;70;10;50;4151;0;48830;1756517;9465;00:02:09;953920;382;;;;
8ItsZFoEOTE;Europa wählt rechts - FPÖ, RN und FdI vorne | ntv;10.06.2024;4320;0;0;1890;2410;9125;460;4800;10;170;709;0;190770;4057753;284;00:01:16;4067000;253;;;;
aqXiTYm5vjI;"""Ampel hat kein Vertrauen mehr"" - CSU-Chef Söder fordert Neuwahlen  | ntv Frühstart";10.06.2024;10;0;0;0;40;1000;0;-20;0;0;2058;0;400;9968;62;00:01:29;8150;344;;;;
GCK8rxifqyQ;Schlappe für Koalitionsparteien: CDU gewinnt Europawahl und stellt Forderungen an Ampel | ntv;10.06.2024;9810;0;0;730;3230;7951;1160;4500;40;500;6048;0;756890;16529926;334;00:01:18;20063380;259;;;;
EC4NGpn0UDI;"Eingesperrt und in ""Todesangst"": Passagiere schmoren bei 50 Grad in Türkei-Flieger | ntv";10.06.2024;20;0;0;10;0;1000;0;30;0;0;4482;0;2090;22899;;00:00:39;25010;592;;;;
1ZeECnCSDJw;"Junge wählen erstaunlich rechtskonservativ - oder Kleinstparteien; Grüne abgestraft| ntv";10.06.2024;20;0;0;10;0;500;-10;-10;0;0;3858;0;3580;72891;424;00:01:13;63090;417;;;;
ocfWcENN8EQ;"""Halte in so schwierigen Zeiten nichts von Neuwahlen"" - Grüner Anton Hofreiter | ntv Frühstart";10.06.2024;3400;0;0;1500;11820;3652;5840;3360;10;330;4215;0;418480;21904106;2241;00:03:08;6740890;417;;;;
6Y4KqSZzy4Y;Tod im Altkleidercontainer: Frau bleibt stecken und stirbt - Kind gefunden, Zeugen gesucht | ntv;11.06.2024;10;0;0;0;0;1000;0;10;0;0;4328;0;790;15483;358;00:01:10;9000;60;;;;
DmmlALEtrbc;"""Peinlich, dass Russland moderne Jets nicht schützen kann"" - Gressel zu Kiews Drohnenangriff  | ntv";11.06.2024;10;0;0;0;0;1000;0;-20;0;0;3252;0;400;8854;95;00:01:19;8190;256;;;;
66M5jsffL_s;"SPD-Chef nennt Weidel ""Nazi"" - macht er sich strafbar? - Anwalt erklärt Rechtsrahmen  | ntv";11.06.2024;410;20;60;420;410;750;90;270;10;20;4597;0;51200;1216087;8514;00:01:25;634380;481;;;;
P4j-ue3seSE;"""Deutschland nähert sich italienischen Verhältnissen"" - Von Lucke zur Europawahl | ntv";11.06.2024;7710;10;0;3370;6230;6998;6170;14380;40;1350;520;0;1372970;47791444;1154;00:02:05;62745530;135;;;;
Bq5Gf6duxp0;BSW-Vorsitzende verteidigt Boykott der Selenskyj-Rede - Mohamed Ali im Frühstart  | ntv;12.06.2024;10;0;0;10;50;1200;10;-60;0;0;2404;0;880;27328;145;00:01:51;22600;248;;;;
Xbfm3TRVa68;Müll am Mount Everest: Wer runterträgt, wird belohnt | #ntv;12.06.2024;10;0;0;0;0;;0;0;0;0;6009;0;740;13711;39;00:01:06;5530;47;;;;
JhwFvgtbvYk;Preissteigerung von 95 Prozent: Das ist die Mogelpackung des Monats | ntv;12.06.2024;10;0;0;0;0;;0;0;0;0;6995;0;200;5013;9;00:01:30;2400;375;;;;
4bs-lJhXtCs;Postgesetz wird modernisiert: Briefe sind länger unterwegs, Porto soll teurer werden  | ntv;13.06.2024;10;0;0;0;0;1000;0;-10;0;0;7165;0;160;3312;1;00:01:14;2580;388;;;;
0dZ2twawUaI;"""Wir tragen Putin Schritt für Schritt in Angriffs-Idee rein"" - Thiele zu Pistorius-Plänen  | ntv";13.06.2024;3060;0;0;3570;4500;8044;2740;11270;50;570;4354;0;721300;24947327;1312;00:02:04;11135280;404;;;;
cjZH1cC_bBU;Biden wirkt orientierungslos beim G7-Gipfel - US-Präsident geht erneut viral | ntv;14.06.2024;20;0;0;100;0;;0;0;0;0;6925;0;3040;4152;339;00:00:49;24970;661;;;;
7qa2KSNEbjs;"Kleid ""weist auf Ernst der Lage hin"": Kate tritt erstmals nach Krebsdiagnose öffentlich auf | ntv";15.06.2024;2370;0;0;440;620;8907;530;4320;10;550;5529;0;758210;18514996;5445;00:01:27;4065360;1379;;;;
oRQL8XyM94E;Das fordern die Gipfelteilnehmer für Frieden mit Putin - Nicht alle stimmen zu  | ntv;16.06.2024;1770;0;0;1810;4060;5394;3330;3900;30;370;5415;0;450850;9765659;256;00:01:17;12369580;255;;;;
V53ifQENYF8;"""Kiew 'siegt unentwegt', es steht aber Spitz auf Knopf"" - Experte Thiele zu Kriegsmeldungen  | ntv";17.06.2024;10;0;0;10;0;500;-10;-10;0;0;2282;0;2220;123391;409;00:03:20;31340;415;;;;
H7QiFq_VRvI;"Letztes Gefecht der Ampel? Von Lucke: ""Man muss Baerbocks Aussage als Warnung begreifen"" | ntv";17.06.2024;10;0;0;30;10;250;-30;-10;0;0;3909;0;3230;86977;1006;00:01:36;38310;553;;;;
yY1L7AIcJ7E;Russland hat 5.600 Sprengköpfe: Zahl einsatzbereiter Atomwaffen nimmt weltweit zu | ntv;17.06.2024;10;10;0;0;20;0;-10;0;0;0;4774;0;610;10435;82;00:01:01;10260;312;;;;
Vv-S415HF_M;"""Du bist der Idiot, der Verlierer"" - So lief das erste TV-Duell zwischen Trump und Biden | ntv";28.06.2024;10;0;0;0;0;1000;0;-10;0;0;5326;0;520;13155;5;00:01:31;6020;266;;;;
