video_id;audience_female_age13-17;audience_male_age13-17;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-;audience_male_ageage13-17;audience_female_ageage18-24;audience_male_ageage18-24;audience_female_ageage25-34;audience_male_ageage25-34;audience_genderUserSpecified_ageage25-34;audience_female_ageage35-44;audience_male_ageage35-44;audience_genderUserSpecified_ageage35-44;audience_female_ageage45-54;audience_male_ageage45-54;audience_genderUserSpecified_ageage45-54;audience_female_ageage55-64;audience_male_ageage55-64;audience_female_ageage65-;audience_male_ageage65-;audience_female_ageage13-17;audience_genderUserSpecified_ageage65-;audience_genderUserSpecified_ageage55-64;audience_genderUserSpecified_ageage18-24
lj9pRBD_wIE;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;nan;nan;nan;13,10;nan;nan;15,80;nan;nan;11,70;12,40;47,10;nan;nan;nan;nan
YDg1oS4n_yI;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;10,00;0,60;24,00;nan;1,00;22,90;nan;1,90;13,00;nan;3,10;11,50;3,00;8,90;nan;nan;nan;nan
_U5JAc40CoU;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;2,80;0,50;7,10;nan;1,40;11,50;nan;1,20;14,00;nan;3,60;24,10;6,50;27,40;nan;nan;nan;nan
zXgieUNSkXc;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;5,50;nan;12,80;nan;nan;17,80;nan;nan;12,00;nan;2,00;12,90;10,70;26,30;nan;nan;nan;nan
4WY6RZ-XrJA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;1,60;nan;10,80;nan;1,20;16,00;nan;2,40;13,80;nan;4,70;20,00;8,40;21,00;nan;nan;nan;nan
pSL4y-Mt37w;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,30;2,60;1,50;9,70;nan;2,50;16,20;0,00;3,00;17,00;nan;4,70;19,20;5,50;17,80;nan;nan;nan;nan
lelw0UJUleU;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;nan;nan;nan;12,20;nan;nan;20,80;nan;nan;26,10;10,60;30,40;nan;nan;nan;nan
PFOb8vIl3No;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,50;2,80;0,50;7,80;nan;1,00;13,80;nan;2,80;14,80;nan;5,30;22,00;8,60;20,10;nan;nan;nan;nan
J5ykt5Xwe8s;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;3,60;1,60;13,70;nan;3,20;16,10;nan;4,00;15,90;nan;5,20;14,00;6,60;16,10;nan;nan;nan;nan
18O0N1GynHk;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;6,60;nan;nan;12,40;nan;nan;11,60;nan;5,40;22,60;9,00;32,30;nan;nan;nan;nan
pg3rOz5O56o;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,20;1,80;0,60;5,70;nan;1,20;9,70;nan;2,00;12,00;nan;5,30;21,80;11,20;28,40;nan;nan;nan;nan
Pd7mJpSnJ-4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,40;3,90;1,20;9,40;0,00;1,80;11,70;nan;2,40;11,40;0,00;4,60;17,80;8,00;27,10;nan;0,10;0,00;nan
UPJcGOF0gN0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;14,00;nan;24,70;nan;nan;15,10;nan;nan;12,80;nan;nan;15,10;3,10;15,30;nan;nan;nan;nan
Bq5Gf6duxp0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,30;1,90;1,00;5,20;0,00;2,20;7,90;nan;3,20;9,40;0,00;7,80;16,70;16,30;27,80;nan;0,10;0,00;nan
77kv7hB2dgU;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;3,50;nan;1,00;11,20;nan;1,00;14,40;nan;5,40;21,80;7,90;33,80;nan;nan;nan;nan
o92jVVxtOWo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;1,30;nan;2,80;nan;1,10;4,00;nan;1,10;9,20;nan;6,30;25,40;12,60;36,20;nan;nan;nan;nan
jMi5yt884oE;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;4,80;nan;1,90;8,60;nan;1,70;11,20;nan;7,60;18,00;19,20;26,90;nan;nan;nan;nan
RNBdVb8YALc;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;3,20;0,60;21,60;nan;0,90;31,00;nan;0,90;21,00;nan;0,90;14,30;0,40;5,10;nan;nan;nan;nan
ZYxQ0by5WiY;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;22,00;nan;nan;21,20;nan;nan;19,50;nan;nan;nan;25,40;11,90;nan;nan;nan;nan
16n5uwnl85M;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;1,20;0,30;4,10;0,00;0,70;10,30;0,00;1,10;14,90;0,00;2,50;25,20;5,40;34,00;nan;0,10;0,00;0,00
HBjbXazb5d4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,40;1,60;1,00;5,10;nan;2,10;8,40;nan;3,60;9,40;nan;8,50;15,20;19,60;25,10;nan;nan;nan;nan
XlL2TYzbZMc;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;3,60;1,40;10,80;0,00;2,00;15,00;0,00;2,50;14,00;0,00;4,80;18,80;7,20;19,40;nan;0,10;0,00;0,00
AxZK0PWlynI;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,40;1,50;0,50;7,40;nan;1,30;10,10;nan;1,50;11,10;nan;6,40;24,10;11,00;24,80;nan;nan;nan;nan
w6Mgt7gGTlE;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;6,10;nan;0,70;9,90;nan;2,60;14,10;nan;7,80;20,10;13,80;24,90;nan;nan;nan;nan
wPk5MVBZ3lg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;nan;nan;nan;21,80;nan;nan;nan;nan;10,90;9,20;20,20;37,80;nan;nan;nan;nan
CeJyXRtmbh0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,60;3,60;1,70;8,20;nan;2,90;12,20;nan;3,90;11,30;nan;7,90;15,70;11,70;20,30;nan;nan;nan;nan
gyjWW7Fzzk4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;1,70;7,40;nan;12,70;nan;nan;12,10;nan;1,70;10,70;nan;6,80;13,50;13,90;19,50;nan;nan;nan;nan
crbEI8aMEhU;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;3,00;0,50;8,50;nan;1,10;15,20;nan;1,40;15,10;nan;5,40;21,10;7,70;20,80;nan;nan;nan;nan
PgsZbqlq1bk;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;8,30;1,00;16,70;nan;0,90;14,70;nan;1,70;12,90;nan;3,10;14,40;6,60;19,70;nan;nan;nan;nan
9qWwQywRoPk;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;4,60;0,60;9,30;nan;1,20;14,40;nan;0,90;15,40;nan;3,80;20,90;5,90;23,00;nan;nan;nan;nan
mCguxREyFck;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;0,70;nan;3,00;nan;0,50;8,80;nan;0,90;13,60;nan;1,70;24,50;4,10;42,10;nan;nan;nan;nan
xuYXerRwEZc;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;5,10;1,70;20,00;nan;3,10;19,00;nan;5,00;9,50;nan;7,90;8,80;9,90;9,90;nan;nan;nan;nan
ZqrvEkJ6ys0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,10;1,80;0,30;7,00;0,00;0,70;15,50;0,00;1,00;19,10;0,00;1,70;25,10;2,60;24,90;nan;0,10;0,00;0,00
M89lg9mm0OE;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;2,80;0,70;8,10;nan;1,30;10,90;nan;2,00;13,40;nan;4,60;18,60;13,80;23,80;nan;nan;nan;nan
p9I40c6u4Mw;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;6,60;nan;nan;8,00;nan;nan;6,60;nan;3,00;23,00;11,90;41,00;nan;nan;nan;nan
F4V9VS4rfPk;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,60;8,60;2,20;23,20;0,00;2,30;19,10;0,00;2,30;11,40;nan;3,50;10,90;5,10;10,70;nan;nan;nan;nan
15n8Kl68q2w;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,70;4,40;1,70;10,80;nan;3,30;13,40;nan;4,10;11,10;nan;7,30;15,10;11,00;17,10;nan;nan;nan;nan
sQ3fGP9oFqE;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,70;8,70;1,20;12,70;nan;2,20;14,20;nan;1,80;13,90;nan;3,80;18,50;6,60;15,50;nan;nan;nan;nan
AkHOwd8KMpI;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,10;nan;8,70;0,80;9,80;nan;1,10;9,70;nan;1,70;10,90;nan;2,70;18,00;6,80;27,80;nan;nan;nan;nan
SXNxWBpTkmA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;2,80;0,80;10,20;nan;1,20;13,90;nan;0,90;16,30;nan;3,90;18,20;10,60;21,20;nan;nan;nan;nan
vMa8y8dilNU;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;0,90;nan;5,40;nan;0,50;8,90;nan;0,90;7,20;nan;5,50;20,50;12,10;38,10;nan;nan;nan;nan
1IMuiOapDQs;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,10;1,60;0,20;6,10;nan;0,60;14,30;nan;1,00;18,70;nan;2,10;27,00;3,30;24,90;nan;nan;nan;nan
EZioQLdsGxo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,40;0,70;8,00;0,60;15,00;nan;1,50;17,90;nan;1,70;16,40;nan;1,40;20,80;2,00;13,60;nan;nan;nan;nan
yXiI1ECZ_OE;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,30;1,40;0,60;4,80;nan;1,40;10,20;nan;2,20;13,80;nan;6,00;22,70;10,80;25,80;nan;nan;nan;nan
x7sClFSbaKs;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,50;10,10;2,20;25,60;nan;1,90;16,70;nan;1,70;11,00;nan;2,50;12,10;5,80;9,80;nan;nan;nan;nan
Xg9Zkhq6Oos;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,50;3,50;1,40;8,90;nan;3,00;10,90;nan;3,80;10,00;nan;7,90;16,90;11,50;21,70;nan;nan;nan;nan
0g_ab-ACnHc;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;2,00;nan;4,90;nan;0,80;11,90;nan;0,80;13,20;nan;6,00;23,80;10,30;26,30;nan;nan;nan;nan
vDBi6j_2KEE;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,80;5,40;2,70;19,80;nan;3,30;21,80;nan;3,10;14,20;nan;4,20;12,20;4,00;8,60;nan;nan;nan;nan
PouamTRbg38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,10;0,80;0,40;3,40;nan;0,80;8,10;nan;1,30;12,70;nan;3,30;24,70;7,40;37,10;nan;nan;nan;nan
CMIluiy7Pcs;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;1,50;3,40;1,70;7,00;nan;2,00;12,40;nan;3,00;10,20;nan;6,70;13,00;15,80;23,30;nan;nan;nan;nan
rUfOmoI7NQY;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,70;nan;4,60;0,20;9,00;nan;1,30;10,80;nan;1,40;12,40;nan;4,00;20,70;8,40;26,40;nan;nan;nan;nan
fzPGS4m5vSs;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;3,80;nan;6,20;nan;nan;8,10;nan;3,20;6,20;nan;6,20;16,20;21,60;28,50;nan;nan;nan;nan
weYQVppsOCU;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,70;0,50;6,40;1,00;10,60;nan;2,20;12,20;nan;2,20;12,50;nan;4,30;19,40;6,60;21,40;nan;nan;nan;nan
1bIYWo6OKbs;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,50;3,40;1,30;8,80;0,00;2,60;12,60;0,00;3,90;12,10;0,00;7,60;16,30;11,50;19,10;nan;0,00;0,00;nan
GJyPW7UaTSM;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;4,40;0,50;10,50;nan;1,90;12,60;nan;2,40;10,90;nan;4,90;14,90;12,40;24,50;nan;nan;nan;nan
ybEj5rCexNY;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;5,90;nan;7,70;nan;nan;10,20;nan;0,70;8,90;nan;2,40;25,30;5,50;33,30;nan;nan;nan;nan
4iAI2O0FEIA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;7,70;nan;9,70;nan;nan;11,90;nan;2,10;13,20;nan;2,00;14,70;11,30;27,50;nan;nan;nan;nan
VhVAXFd2KSw;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;26,30;nan;24,30;nan;nan;15,00;nan;0,80;9,90;nan;0,70;11,20;2,10;9,60;nan;nan;nan;nan
fObIgKFhGI8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;6,30;1,00;12,90;nan;2,70;15,40;nan;3,60;10,70;nan;7,20;15,80;9,00;15,50;nan;nan;nan;nan
K7fJrzBrihc;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;3,50;0,50;10,00;nan;0,70;10,80;nan;1,80;12,10;nan;5,60;16,90;12,50;25,70;nan;nan;nan;nan
VtRP2ezoPqY;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;2,00;0,90;10,20;nan;1,40;17,30;nan;1,50;15,50;nan;3,30;19,60;5,20;23,10;nan;nan;nan;nan
tS16-f0wD5s;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;9,10;nan;1,80;16,10;nan;1,60;12,00;nan;5,60;22,90;8,80;22,00;nan;nan;nan;nan
QmAxV974gXU;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;1,00;3,60;nan;1,40;6,80;nan;3,80;7,20;nan;6,20;16,10;18,60;35,50;nan;nan;nan;nan
Zz8lPsquYiY;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;3,00;12,50;5,30;18,80;0,00;5,10;14,80;0,00;3,40;9,20;nan;4,30;8,60;5,90;9,10;nan;0,00;nan;0,00
V84yNQBqB34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;1,40;8,30;2,40;12,90;nan;2,30;10,10;nan;2,50;9,50;nan;5,50;14,70;10,20;19,60;nan;nan;nan;nan
EWhofCBxUxQ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,60;6,80;3,00;20,10;nan;3,10;16,90;nan;3,10;12,80;nan;3,60;12,50;4,60;13,00;nan;nan;nan;nan
eMPqxwldkro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,40;5,00;1,50;15,70;nan;2,40;19,90;nan;3,00;13,40;nan;4,80;15,00;6,50;12,30;nan;nan;nan;nan
MAx8s-R--xs;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,90;5,50;0,80;14,30;nan;1,40;17,40;nan;1,10;15,70;nan;2,10;16,40;6,20;18,40;nan;nan;nan;nan
Rhuc8SQdHOg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;4,40;nan;13,20;nan;nan;21,80;nan;2,80;14,90;nan;5,90;16,50;5,90;14,60;nan;nan;nan;nan
cc87tGQWDZI;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;1,80;0,60;12,40;nan;1,10;19,50;nan;1,50;16,60;nan;2,80;22,40;3,60;17,60;nan;nan;nan;nan
uKbfHNld8QY;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;2,20;0,70;5,80;nan;2,10;10,20;nan;2,70;11,50;nan;6,00;19,60;10,20;29,10;nan;nan;nan;nan
7VD4hQgEXEI;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,50;3,90;2,10;12,30;nan;3,60;16,70;nan;3,70;14,40;nan;5,40;17,00;6,30;14,10;nan;nan;nan;nan
WvEnDGC1ivg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;5,70;nan;11,60;nan;2,20;13,30;nan;2,20;11,10;nan;5,70;14,80;14,10;19,20;nan;nan;nan;nan
eD1V7fZ2SQg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;2,90;nan;8,30;nan;1,20;14,10;nan;3,20;12,80;nan;6,40;18,20;11,20;21,80;nan;nan;nan;nan
dDKgoFhZUYk;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,10;1,00;0,50;4,20;nan;1,10;9,70;0,00;2,00;12,90;0,00;4,80;21,50;11,20;30,90;nan;0,10;0,00;nan
yhdhj4szksQ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,40;5,00;1,50;12,20;nan;1,30;13,90;nan;2,50;13,40;nan;4,60;17,90;8,30;18,90;nan;nan;nan;nan
5KdFR0mSBI4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;nan;nan;nan;32,80;nan;nan;24,10;nan;7,30;14,60;nan;21,20;nan;nan;nan;nan
3GzLYl00QU0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;17,80;nan;nan;19,00;nan;nan;20,60;nan;nan;21,10;4,00;17,40;nan;nan;nan;nan
2EAll5AZRHQ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;1,30;1,30;4,00;nan;3,90;9,50;nan;5,60;11,30;nan;10,60;16,90;13,40;22,20;nan;nan;nan;nan
HSfDWEasOQ4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,60;7,80;2,90;22,20;nan;2,70;18,70;nan;3,20;11,60;nan;4,30;11,60;4,90;9,40;nan;nan;nan;nan
9a5GpItpD7s;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;0,50;2,60;nan;nan;5,60;nan;1,10;12,60;nan;5,00;25,60;10,80;36,20;nan;nan;nan;nan
ZHm9jizNc-8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,10;1,30;0,40;6,00;nan;1,00;11,50;nan;1,30;15,60;nan;3,30;25,10;5,80;28,70;nan;nan;nan;nan
H1qf0Z55-aU;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;7,20;nan;nan;14,90;nan;nan;12,90;nan;6,30;23,50;7,20;28,10;nan;nan;nan;nan
KfaNrfKLovQ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,90;6,60;2,30;18,50;nan;3,10;19,60;nan;4,30;14,80;nan;4,80;12,70;4,40;7,90;nan;nan;nan;nan
kQaLO57K0Eo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,20;1,50;0,60;4,70;nan;1,60;9,20;nan;2,90;12,70;nan;7,10;21,70;13,00;25,00;nan;0,10;nan;nan
HgMfRd3vTLI;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;1,20;8,70;2,00;12,80;nan;2,10;11,20;nan;1,80;12,30;nan;5,00;18,00;9,60;15,40;nan;nan;nan;nan
GAQU4My-lac;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,40;0,20;2,30;0,30;7,20;nan;1,20;11,80;nan;1,30;15,30;nan;3,80;24,50;6,50;25,20;nan;nan;nan;nan
jBpQp1CPnfA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,30;4,30;2,10;12,60;nan;3,50;12,80;nan;4,60;12,80;nan;6,80;15,30;7,40;17,20;nan;nan;nan;nan
18rXk7-w-ZY;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;3,60;18,90;3,90;23,80;nan;3,40;14,00;nan;3,50;8,90;nan;4,50;6,80;4,00;4,60;nan;nan;nan;0,00
IiJKvM-hVe4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;nan;nan;10,10;nan;nan;9,50;nan;nan;12,80;nan;8,00;20,80;14,40;24,30;nan;nan;nan;nan
_UXcrZW-y8Y;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;1,50;0,30;7,80;nan;0,70;12,50;nan;1,40;15,10;nan;2,80;23,40;6,10;28,30;nan;nan;nan;nan
xyRsAwfiE4U;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,70;5,90;1,50;13,80;nan;1,40;13,50;nan;2,80;10,60;nan;5,10;14,60;10,10;19,90;nan;nan;nan;nan
_9OxHs3hSqc;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;6,10;nan;11,70;nan;3,40;16,90;nan;2,80;15,20;nan;5,80;11,10;8,20;18,80;nan;nan;nan;nan
7oumH6FXFfA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,20;0,90;0,40;3,60;nan;1,10;8,80;nan;1,90;13,30;nan;5,60;23,60;11,00;29,50;nan;0,10;0,00;nan
6l3eNO4rAuE;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;0,20;2,70;0,80;9,40;nan;1,80;15,30;nan;2,30;15,90;nan;3,60;19,10;5,70;23,20;nan;nan;0,00;nan
ch06S3xNlsw;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;4,50;nan;8,70;nan;1,30;15,00;nan;2,80;12,70;nan;5,50;17,30;11,80;20,30;nan;nan;nan;nan
9aKxQr5qNU8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;nan;nan;4,20;2,00;11,80;nan;3,10;20,00;nan;4,90;15,20;nan;3,00;14,20;10,00;11,50;nan;nan;nan;nan
