video_id;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-
sURAAlNVnwQ;nan;nan;nan;14,20;nan;12,20;nan;16,50;nan;20,00;11,90;25,20
0dZ2twawUaI;0,10;1,20;0,50;4,10;1,20;8,40;2,00;11,70;5,50;21,20;11,80;32,30
VF5x2ypoveI;1,30;12,20;2,10;20,10;1,90;10,50;2,70;6,60;6,80;11,20;10,00;14,60
eS1mchtowv0;0,90;6,10;1,70;15,30;2,40;13,30;2,50;10,20;4,60;15,10;8,40;19,40
V9AMqgV8vh4;nan;1,60;0,50;5,50;1,60;11,40;2,20;13,10;6,60;22,00;11,10;24,50
ekYmVTXd9yo;nan;4,30;1,70;13,10;4,20;17,10;5,00;11,20;9,10;13,80;9,10;11,40
sSeyIk6em34;nan;5,10;nan;8,80;2,30;12,00;2,80;11,10;7,80;15,10;11,70;23,40
242pjZqqoa8;nan;nan;nan;5,90;nan;11,40;nan;13,10;7,20;20,40;14,20;27,80
ZqgYEa0GmN4;0,10;0,90;0,30;3,20;0,90;7,90;1,60;13,00;4,10;25,40;8,40;34,20
78FyR5l0MLw;nan;nan;nan;6,70;nan;8,10;1,50;8,90;4,90;21,60;16,90;31,50
igFKAshTwM8;nan;2,50;1,00;7,10;1,90;10,80;3,80;14,10;6,20;20,20;11,40;20,90
bKzWF_vH8D8;0,70;4,70;2,50;14,00;2,60;14,60;3,00;12,40;4,30;16,30;7,40;17,50
cjqGI5b1GQ0;0,50;3,00;1,10;9,20;1,60;13,50;2,00;14,30;3,40;20,60;5,90;24,80
jiwGzdipapw;0,90;4,30;1,70;9,50;2,10;10,10;3,10;9,80;7,40;15,10;14,80;21,20
IwJbv9a0ASk;0,20;0,90;0,80;3,80;1,80;8,20;3,40;11,20;9,00;18,60;17,80;24,30
NaaIFrhE3ik;nan;nan;nan;11,10;nan;11,60;5,30;15,00;nan;20,30;14,50;22,20
cV0BD3wWhGw;nan;3,10;0,60;7,20;1,00;12,00;2,60;14,60;5,10;21,00;9,30;23,60
okUVB6wgDCs;0,10;1,00;0,30;2,40;0,90;5,80;2,00;8,40;6,20;20,90;16,90;34,90
eFIG9JQbwQM;nan;4,30;nan;10,60;1,30;10,30;1,60;7,40;9,20;16,40;14,00;24,80
Iu_HkciTi1Q;nan;nan;nan;6,80;nan;10,20;nan;12,70;6,60;20,70;11,00;32,00
mPgJaWHD4f4;3,90;19,20;1,80;20,60;2,70;15,00;1,60;8,50;1,10;9,70;2,40;8,20
lA5NYg0h-P4;nan;1,60;0,50;6,40;1,00;8,30;3,40;12,00;7,40;21,40;12,60;25,40
MFnmPIb7Sgs;0,10;1,00;0,40;5,80;0,90;13,50;1,60;16,60;3,30;25,30;5,30;26,10
hLZZ80oLKYo;nan;3,00;0,70;9,60;1,50;12,60;2,80;10,90;5,70;15,70;15,60;22,00
VrJYqRQ5mhg;2,30;10,90;5,20;23,40;4,30;15,50;3,50;8,60;4,30;8,10;5,50;8,30
v4LY_tNO9z0;0,90;4,90;1,70;10,40;5,00;12,30;3,50;13,70;6,40;16,20;8,40;16,60
tE4AJ9LVWtQ;nan;nan;nan;9,40;nan;11,80;nan;8,50;4,30;20,00;12,50;33,60
aUbuY1RpsbQ;nan;nan;nan;9,80;nan;14,70;nan;14,50;3,50;24,00;8,80;24,80
jaqyXZ_xTR8;nan;nan;nan;5,50;nan;10,80;2,50;11,20;3,40;14,60;23,00;29,00
xvK-cEFCf1g;1,00;5,10;1,00;9,60;1,50;14,10;1,80;13,10;5,90;17,40;7,90;20,50
fQf3pVGBt2U;0,50;4,20;1,50;9,70;4,50;14,70;3,30;14,40;6,10;16,90;7,20;17,00
2LaeY6LrSCk;nan;2,00;0,50;5,30;1,00;9,80;1,90;11,70;5,70;20,80;14,00;27,20
JipkON_9eUQ;nan;nan;nan;6,30;0,00;9,70;nan;5,60;nan;22,30;22,80;33,20
3NEukrYG5AE;nan;5,70;nan;10,40;nan;13,80;3,60;10,20;2,20;21,20;11,90;20,90
9A4GM4kzZcA;0,40;1,90;0,80;7,50;2,40;12,70;3,90;14,10;7,40;17,50;11,40;19,90
lDDE3tWRHmQ;0,30;2,10;1,00;6,20;1,70;9,50;2,30;10,90;5,10;19,00;10,60;30,90
b75GOeHiNw0;0,80;8,10;2,90;23,40;4,00;22,80;2,90;10,40;3,60;9,20;4,10;7,60
2QJfGriLOks;nan;nan;nan;8,30;nan;11,50;2,10;11,50;5,30;20,10;16,70;24,40
5UJL-72Yijw;0,30;2,20;1,00;6,50;1,80;8,70;3,20;10,00;8,20;16,60;16,50;24,80
PDVtDLhpB_c;2,40;12,50;3,80;20,30;3,50;14,10;2,70;9,10;3,80;10,90;5,40;11,40
HwWwPB610qA;nan;nan;nan;11,80;nan;18,60;nan;17,20;nan;19,30;4,40;28,70
3BHzlJ2Z1KY;nan;nan;nan;4,20;nan;11,40;1,70;13,90;10,60;20,80;10,90;26,50
TrpiyGUFgWY;0,40;2,10;1,20;6,70;2,00;8,30;2,80;9,20;6,80;17,00;14,00;29,50
6biPXDEzt5c;nan;4,20;nan;10,50;nan;16,70;nan;9,50;2,90;15,30;15,40;25,60
EJgZNfUBqlM;nan;2,50;0,80;5,80;1,10;11,00;2,40;12,50;5,30;19,50;12,80;26,40
Tr9EY2auoYA;nan;5,10;0,90;15,50;2,40;15,40;3,70;13,20;7,30;13,80;7,00;15,60
uqRzk3LxQdw;0,10;1,70;0,40;5,30;0,80;9,10;1,60;10,70;4,10;21,10;10,20;34,90
tQnec9UUZeI;0,60;5,60;1,20;15,70;1,60;21,70;2,40;16,20;2,70;15,70;3,80;12,70
SMiB7hQhx98;nan;0,90;0,30;3,70;0,70;8,40;1,60;12,70;4,10;24,10;10,40;33,00
3yBQDoVB0jg;nan;1,30;0,50;5,50;0,50;11,50;1,70;15,00;3,80;24,70;7,50;28,00
CeQrulwzADs;0,30;1,70;1,00;5,10;2,20;8,60;4,10;9,70;10,30;16,60;19,10;21,20
oF0HjL9-lW4;nan;4,00;nan;10,10;nan;12,20;nan;10,70;5,30;19,90;13,50;24,30
xIESD12ja_Y;nan;nan;4,50;31,70;1,80;30,70;1,70;14,00;nan;8,00;2,70;5,00
jsa4K2EHkec;nan;4,50;nan;9,70;nan;9,30;1,60;9,90;3,50;22,20;6,70;32,60
mBxswD7lWgk;0,30;2,90;0,50;9,30;1,20;13,70;1,60;11,40;4,90;17,00;13,90;23,30
r9EYS0XGvsE;0,10;0,50;0,20;2,30;0,90;7,20;1,60;13,70;4,60;26,50;9,80;32,50
YOMHdQZfiEM;0,70;5,40;1,30;15,50;1,80;19,40;0,90;15,60;3,00;17,10;4,80;14,60
59htWOkRmFk;3,00;14,60;5,20;24,20;3,70;13,70;3,30;7,50;4,50;7,70;5,10;7,30
KTLfHVovoy0;0,30;2,00;0,50;6,90;1,50;13,00;1,80;15,30;4,30;24,40;7,80;22,20
qIyLRoYkH_s;0,10;3,10;0,80;16,10;1,70;24,80;2,00;18,40;2,70;17,30;2,90;10,20
XNk1EoqkQKo;nan;nan;nan;9,80;0,90;16,30;nan;11,70;2,20;19,60;12,10;27,40
XekzCLjMUug;0,10;1,20;1,00;3,60;1,40;8,00;2,70;11,70;6,90;20,10;14,80;28,30
ityQhH3SFHA;nan;nan;nan;10,50;nan;14,40;nan;15,50;2,80;22,60;11,00;23,20
1_H32XaOcg4;0,20;0,60;0,40;3,40;1,00;9,20;1,60;14,00;3,70;23,10;8,30;34,40
VPuGYjgSPpM;1,90;9,40;3,20;18,10;2,70;13,90;2,40;10,10;3,90;12,60;6,30;15,30
oxeiAabGIhY;0,70;4,80;1,60;15,80;1,90;18,90;2,50;16,80;2,80;16,20;3,20;14,80
AEawIO2CbFw;nan;nan;nan;8,20;10,60;19,10;7,60;10,60;6,80;13,50;7,60;15,90
OeiND4lG3E8;0,50;2,70;1,20;8,00;2,20;11,60;2,90;12,20;5,90;18,50;9,90;24,30
HF2VZsbIJ6A;0,10;0,50;0,40;2,10;1,20;4,90;3,20;7,90;17,00;36,80;8,70;17,10
TIhRpjoYYZ4;0,30;0,90;1,00;3,20;3,60;7,40;6,30;10,70;13,70;16,00;20,00;16,90
9iUDCWYXhpw;0,50;3,70;1,20;13,20;2,00;17,80;1,80;16,30;4,30;18,50;6,70;14,00
o9dEIGntY7k;0,20;0,90;0,60;3,40;1,20;7,80;2,30;11,50;5,70;21,70;12,10;32,30
IIU-h3E7Ydc;0,20;2,20;0,60;5,90;1,40;10,50;2,50;12,90;6,60;20,10;11,40;25,60
a0lnUGDk0jo;0,40;8,00;0,70;13,20;1,60;13,30;2,20;11,10;4,30;15,40;9,00;20,80
2HaSKHrwIc0;nan;nan;nan;6,80;nan;11,60;2,30;9,50;6,80;19,30;17,70;25,90
325ox5EiPRA;0,60;6,40;1,40;16,50;2,20;18,40;2,60;12,80;4,60;13,90;6,90;13,70
TZy5p4VSrsM;0,20;1,20;0,40;5,60;0,70;14,10;1,00;18,50;1,70;26,10;2,80;27,50
P0SjderAfQc;nan;2,40;nan;7,80;0,70;16,50;1,20;18,30;2,60;21,30;7,10;21,90
Obk-CRbeNnw;0,20;0,80;0,50;2,60;1,20;5,50;2,40;9,30;7,10;20,00;18,90;31,60
blKo_kG2DKE;4,20;10,90;5,30;18,80;10,10;20,00;3,40;13,70;2,20;5,80;1,80;3,60
oKfM7VpMRnU;nan;4,50;nan;9,70;1,00;11,20;3,00;10,20;6,80;18,30;13,00;22,40
LXrtnwfSvzY;0,20;2,30;0,90;8,20;1,90;14,10;2,40;14,50;4,30;20,40;6,70;23,80
hqZC0sp4Ykc;0,00;0,50;0,30;3,10;0,80;9,30;1,30;14,60;3,10;24,50;7,30;35,20
LgNtBke6xjA;nan;nan;nan;15,10;nan;nan;nan;19,30;nan;27,60;10,90;27,10
R-Ms01FJrv4;nan;3,00;nan;4,10;nan;8,50;nan;10,80;6,30;21,40;13,50;32,40
BAyyZoCehDY;0,40;2,10;2,00;7,60;3,90;11,90;5,20;10,70;11,00;17,20;12,10;15,80
ENWW5jjXZNA;nan;1,50;0,50;10,00;2,00;9,70;3,10;9,10;6,80;16,00;15,80;25,40
FX3_82VSsVQ;nan;2,40;0,80;9,50;2,80;19,30;3,60;17,80;7,40;15,20;7,90;13,20
o-Nz93RQgG8;nan;nan;nan;12,40;3,40;13,00;4,80;11,50;7,90;18,30;8,20;20,60
TqAX8nKT9aE;nan;nan;0,80;2,90;2,60;5,30;5,40;5,50;15,80;13,20;26,00;22,40
NJ_os9D-mHw;0,40;3,20;1,00;7,90;1,50;12,50;2,20;15,60;4,00;22,50;5,80;23,30
Ear8kLp4-2c;nan;nan;nan;6,10;nan;14,00;3,70;15,60;4,70;24,50;10,30;21,20
eglAhCyb9TA;nan;3,30;nan;10,20;1,30;14,60;1,80;17,30;3,00;19,10;7,20;22,30
PS-B6TIQm-Q;nan;3,20;nan;14,70;1,30;20,80;2,80;18,40;2,30;15,60;6,10;14,70
CB4XYvqDa-8;2,40;5,40;3,60;11,00;4,70;9,70;4,40;9,90;5,70;12,80;9,10;18,20
tHjNxmsH_ZQ;1,30;6,90;1,50;8,40;2,00;9,70;1,30;8,50;3,80;18,20;8,70;29,70
ufWXXme2x-E;0,20;1,70;0,40;7,50;0,90;17,10;1,30;19,70;2,00;23,70;3,00;22,40
sVSc6BLDSvc;nan;nan;nan;7,50;2,30;10,00;2,70;10,80;10,80;19,90;17,20;18,70
Tk0IvEEfcF8;0,60;6,00;1,70;11,80;3,10;15,70;4,10;14,90;5,40;18,00;6,50;12,10
djqGJyIPtTU;1,10;7,20;2,30;14,50;2,60;11,90;3,30;9,70;6,60;13,60;10,70;16,30
NVKpUoJIpZs;0,50;6,30;1,10;13,70;1,60;15,80;1,70;14,50;2,50;17,50;4,60;19,80
To3INNOaflE;nan;1,50;1,30;5,80;2,00;10,20;3,40;14,30;6,10;18,40;12,60;24,40
adC7Qlt1a1w;0,10;1,70;0,40;4,60;1,20;9,50;1,90;12,20;5,00;21,70;10,30;31,10
NJ4dpulQLhQ;0,80;7,80;1,10;15,20;1,40;19,30;1,50;17,20;2,10;17,60;2,30;13,10
Wpfs4f53bxg;1,10;6,40;1,90;15,30;2,50;15,70;3,30;11,80;5,50;14,00;8,10;14,30
NOUqTOYu08I;0,10;0,50;0,40;1,50;0,90;3,60;2,10;7,20;6,80;18,70;20,40;37,80
G_assN676Ws;nan;nan;nan;3,40;nan;6,90;nan;9,00;4,80;23,60;12,00;40,40
iwHnbkaFh84;0,20;2,50;0,30;4,90;0,80;8,70;1,30;13,60;3,70;25,50;7,40;30,80
AO7kD5cEQSk;nan;nan;nan;nan;nan;nan;nan;10,40;8,00;23,60;25,00;33,00
c1aHKaz5cu0;nan;nan;nan;23,40;1,60;24,70;4,00;13,30;4,40;11,70;5,90;10,90
_DOuJ-as78M;nan;5,40;3,30;15,30;5,40;18,80;5,80;13,40;8,00;12,20;5,70;6,60
BlGbFDhZ0Ug;nan;nan;nan;9,10;1,70;14,20;3,50;11,00;8,70;17,80;14,00;20,00
zZjC5qqLUbI;nan;2,70;nan;5,30;nan;10,10;2,30;10,70;5,60;21,90;13,50;27,80
a_ly74F4gd0;0,30;1,40;1,40;5,60;3,00;11,20;5,20;13,80;9,20;19,90;10,70;18,40
7Cg7e8pMK2c;nan;4,50;1,40;7,60;1,60;13,10;nan;10,30;2,80;21,60;11,90;25,30
aqXiTYm5vjI;0,50;3,50;1,40;9,40;2,80;12,40;4,10;10,90;9,20;15,60;13,20;17,00
1tPLf2RfVlU;1,90;9,50;3,30;14,90;3,80;14,20;3,70;11,20;5,10;12,30;7,60;12,30
33LUj4ZpBPE;nan;nan;2,20;15,50;2,20;19,30;3,00;12,90;4,80;15,50;10,80;13,70
x7xZzpwWVEc;0,70;4,00;1,70;10,60;2,80;13,80;3,90;13,50;6,80;16,10;9,30;16,60
VRIFd5KU_RE;0,30;1,90;0,60;4,60;1,30;8,60;2,90;11,60;6,80;19,00;17,50;25,00
kh7ESJWqyNo;1,30;5,50;3,00;15,30;3,40;15,30;3,50;10,90;5,30;13,70;7,30;15,30
JpSF_lSkCnA;nan;5,80;1,10;11,80;2,00;22,00;1,50;19,90;4,00;18,40;2,70;10,80
lD3DTR0cpBw;nan;9,20;1,50;19,50;1,40;16,80;1,50;12,30;4,60;13,60;7,00;12,60
6veZoACaldY;0,20;2,00;0,60;5,40;1,30;10,70;2,30;12,70;5,20;22,00;9,60;28,00
nZOvLmgmRHU;1,20;3,20;4,50;6,40;8,10;9,80;9,10;11,00;13,80;17,20;6,20;9,40
cuwwDTMLiJc;0,20;1,10;0,70;4,20;1,60;8,80;3,00;10,70;8,60;20,00;15,90;25,10
6K5bp1mCotM;nan;2,40;0,70;7,70;1,50;10,80;1,80;11,50;4,00;21,70;8,50;29,40
8VezwzZOagA;0,30;3,10;nan;6,80;0,80;11,00;1,80;12,50;5,00;21,80;9,90;27,00
C8xu09z8cL8;1,60;14,20;3,30;25,60;3,20;18,90;2,80;11,20;2,80;8,30;2,50;5,20
Q05U99PQG1g;nan;3,60;nan;9,10;1,70;12,50;1,90;11,80;5,20;18,70;11,70;23,90
rr92gZgA6ag;nan;nan;nan;7,40;1,10;12,00;1,20;16,10;2,10;21,10;6,80;32,10
bYZc-j2C0W8;nan;nan;nan;7,70;nan;7,30;nan;5,00;9,60;14,30;26,90;29,30
MMGN8rvhVCU;0,10;0,80;0,50;3,10;1,10;7,70;2,20;11,60;6,00;22,70;13,10;31,10
Yu3c1f8d0tc;nan;nan;0,50;3,30;1,90;10,50;2,50;13,00;7,50;30,30;6,70;23,90
nxXGgQD05PQ;0,40;7,10;1,10;17,00;2,00;21,40;2,20;16,90;2,90;16,50;2,70;8,90
_P_xIqJdq2c;nan;7,00;0,00;10,60;nan;10,00;nan;8,60;5,40;16,20;15,90;26,30
gDjp5yO0egk;0,60;3,50;1,20;8,40;1,70;12,90;2,20;15,90;4,10;18,30;7,40;23,80
JgCb4Ix1-Vs;1,30;9,30;2,30;10,60;3,80;15,00;2,60;12,70;2,50;16,60;5,20;18,20
wJWipmJctQU;0,10;1,50;0,30;5,40;0,70;11,00;1,10;14,80;2,20;24,70;4,40;33,70
PRcuqtYXVl0;1,50;2,30;4,60;4,80;9,40;6,10;9,60;5,00;15,60;6,80;22,70;11,50
wapMWuZDLx8;0,20;0,50;0,70;2,60;1,60;5,60;3,60;7,30;12,10;15,80;25,40;24,40
o_fCnCpiafU;nan;1,30;nan;7,40;0,80;13,50;0,90;15,90;2,90;25,40;7,50;24,40
fSDbDApxiLs;0,40;1,50;1,00;6,30;2,30;8,50;4,60;9,20;13,40;15,30;21,60;15,90
Ax5I4vbEKEY;0,10;3,40;0,80;9,50;1,20;10,00;2,20;9,00;5,90;15,10;17,60;25,20
4opBzXBNP04;nan;2,10;nan;4,50;0,90;7,10;1,70;9,20;6,30;21,60;11,90;34,50
UY4fYM3KKxc;nan;4,90;1,20;8,60;nan;9,00;2,40;8,80;3,60;23,00;9,70;28,80
deI5CTXy_tY;nan;nan;nan;1,20;1,20;10,50;3,70;17,70;9,80;29,70;7,50;18,50
0vl8zK_jiv8;nan;7,50;2,50;9,60;2,20;10,60;nan;12,10;7,10;12,30;18,20;18,00
x53Ko2AHUR4;nan;2,10;nan;11,00;nan;18,40;0,80;14,00;4,70;17,40;9,00;22,60
OvWRIxTsuIw;0,10;0,60;0,40;1,70;0,90;4,00;2,00;7,50;6,70;18,30;20,30;37,70
1i7MKCXBvMk;nan;2,90;1,10;16,70;1,50;11,40;4,90;13,10;8,40;13,40;10,80;15,60
TfVvEPtJLrA;0,10;0,50;0,50;2,50;1,50;7,40;3,50;11,30;9,50;21,60;17,10;24,60
ut6YL_sfvYw;0,50;2,40;0,60;6,60;2,40;7,70;3,30;8,70;11,50;18,00;19,20;19,10
9903moKkKrI;2,20;5,70;nan;12,50;2,50;14,20;nan;8,20;2,20;17,70;12,00;22,90
BVvUJdWk5aY;2,70;11,80;3,00;15,90;3,10;14,10;3,20;10,90;4,00;11,40;5,50;12,20
1DYVvqVolyg;1,30;7,40;2,00;13,40;2,20;10,90;2,80;8,10;6,90;12,20;15,60;17,20
baNdyAwV2YQ;nan;nan;nan;7,50;nan;10,80;2,40;12,10;10,20;20,50;15,00;21,40
kYVjb5NwYe4;nan;13,20;nan;20,70;nan;24,30;nan;14,60;nan;16,80;nan;10,40
Rp4J-ABkU6o;nan;3,30;0,90;7,90;1,50;9,70;3,00;10,90;7,30;16,10;17,40;21,90
02SaOBzydjk;0,60;2,70;1,20;5,70;1,70;7,20;2,60;7,50;7,40;16,20;17,80;29,40
0Vv9RP1ecAQ;nan;1,10;nan;4,00;1,60;8,70;2,20;10,20;7,40;18,80;16,10;29,90
wNAa7P86s_o;nan;0,30;nan;1,60;0,70;5,80;1,20;10,50;4,60;23,50;11,80;40,00
3THg7SAX4pk;nan;2,20;nan;8,40;4,00;12,70;5,10;12,30;10,10;17,40;10,10;17,70
hzh2KolBg-0;0,60;3,90;1,80;10,30;3,50;11,80;3,80;11,20;7,70;14,70;12,70;17,90
43SHRmOy290;2,40;11,50;4,10;23,40;3,20;15,70;2,60;8,90;4,10;9,20;5,80;8,90
tT2uTmPCgn4;0,10;0,40;0,40;2,80;0,90;8,90;1,40;14,80;3,40;25,70;6,80;34,40
qOYNhr_63d8;nan;4,80;nan;10,50;nan;14,60;2,20;12,60;7,20;17,40;9,20;21,60
r4ceidDc62o;nan;nan;nan;8,80;3,50;11,40;4,70;12,40;7,10;16,10;14,30;21,90
HPWXfSQq4QE;0,70;4,30;1,80;10,60;1,90;11,10;3,10;10,80;6,20;15,80;11,70;22,10
PS_4OYQf13A;0,50;3,60;2,00;13,00;3,10;15,90;3,50;13,00;6,90;14,80;8,20;15,30
8mRGyr93X1E;0,90;4,60;2,20;11,80;2,40;12,30;3,20;12,20;6,00;15,20;10,80;18,50
db5ZHMPKMHA;nan;9,80;0,40;12,60;0,80;12,70;0,70;11,30;2,50;18,60;6,50;24,10
ueXIkUgMR2U;0,20;0,90;0,60;3,80;1,50;7,60;2,70;8,20;7,70;18,30;17,90;30,50
ufOg_A2uixg;1,50;5,10;1,30;8,80;1,90;13,40;1,60;16,20;5,20;21,50;8,50;15,20
8BLhWqwOpHY;0,10;1,70;0,30;4,90;0,70;12,00;1,00;17,70;2,00;28,30;3,00;28,40
d5H5qDlg1pY;nan;1,00;nan;3,90;1,40;8,30;2,00;10,20;5,00;20,70;12,50;35,00
U1jj_BlLF-E;nan;7,10;0,80;20,00;2,00;19,60;3,00;12,30;5,50;13,20;5,60;10,70
BOLnP5eNqG0;nan;3,40;1,10;10,70;1,20;11,40;3,40;12,40;3,70;18,10;7,60;27,20
1ZgMhvNaZ2w;0,30;2,50;0,80;5,20;1,40;6,00;1,90;8,00;5,60;17,60;16,00;34,60
JJIb06FfGJM;0,50;1,80;1,60;9,50;1,90;11,10;2,90;11,90;5,50;19,70;10,10;23,40
onvOn-FpgAg;0,30;2,40;1,20;5,40;1,70;8,30;2,90;9,30;7,60;17,50;15,10;28,50
RlbSQg7d6CY;0,40;1,60;0,60;4,20;1,60;7,20;3,30;9,00;9,60;18,10;19,20;25,30
s4SdpmbWbiA;nan;nan;nan;12,10;nan;15,50;nan;14,60;4,90;15,50;12,60;24,80
pbWnXZSaOu4;nan;nan;nan;11,60;2,20;13,80;nan;14,40;4,60;18,40;21,00;14,00
o6RXKMMwqFY;nan;6,70;1,40;21,30;2,70;19,00;1,90;11,50;3,00;15,40;4,30;12,70
FA4VxfzjdVs;0,10;2,40;0,60;6,30;1,50;11,00;2,50;12,30;5,90;18,90;12,10;26,30
Y2f5vlK7HtI;0,60;6,60;0,50;7,90;1,00;14,10;0,70;13,70;3,80;17,60;9,30;23,10
6V7BFZds700;nan;3,80;nan;11,70;1,50;12,10;1,70;12,30;6,00;18,70;9,50;22,70
gWKA5xgFiAg;nan;2,10;nan;3,60;nan;5,10;nan;8,50;6,30;20,70;12,40;41,40
AaHhLigiGYQ;nan;0,70;0,20;6,30;0,60;14,70;1,30;17,30;3,40;25,30;5,20;25,00
N1Tb66k3chg;0,60;6,40;1,70;15,10;3,10;15,60;4,00;12,00;5,80;13,00;7,90;14,60
AKGxDZfot3U;0,10;1,30;0,60;4,50;1,20;8,40;2,30;11,50;5,90;21,40;13,80;29,10
oJBYmHtz4kE;nan;nan;nan;29,50;nan;30,60;nan;18,20;nan;8,10;nan;13,60
dnfqhXatVL4;0,00;8,40;3,80;15,40;2,90;13,40;nan;11,90;3,20;10,80;15,10;15,10
dNO6GioBqAs;0,70;4,60;2,10;10,80;2,70;13,70;3,00;14,10;5,10;19,30;5,70;18,00
ClW49CgkoMI;0,30;3,70;1,50;16,60;3,50;19,50;1,70;16,40;4,50;15,20;5,30;11,80
nmI0XufsKgM;nan;3,50;nan;8,50;0,60;15,20;0,60;15,50;3,90;24,20;5,60;22,50
afto0Aj3dM0;nan;nan;nan;nan;7,50;18,00;nan;;6,20;7,50;32,90;28,00
0gqiZzYgnms;nan;nan;nan;8,50;nan;19,30;nan;19,00;4,60;14,80;7,50;26,20
R4QyPlNm-jY;0,60;4,70;1,70;12,70;2,70;14,80;3,10;11,90;6,70;15,50;9,10;16,50
ntitSfsKi9A;nan;nan;nan;4,80;6,10;6,10;3,70;5,80;9,70;18,60;17,20;27,90
ZGtNG48aJ7Y;0,30;4,00;1,20;9,70;2,90;13,70;3,60;13,10;6,30;17,10;9,20;19,10
Knd82tITN0s;nan;1,60;0,60;8,90;1,30;12,40;3,00;13,40;6,30;16,70;13,60;22,10
b9YgYsbw5jw;nan;4,30;1,00;11,50;1,30;13,10;1,20;11,50;4,80;20,50;8,60;22,20
MLFUWucIH_0;nan;nan;nan;9,20;3,20;16,70;2,40;8,70;5,30;24,50;7,30;22,60
PIgDZLOA6d8;0,20;1,10;0,50;4,60;1,40;9,70;2,00;13,30;4,70;20,80;10,30;31,30
hUHkQi6BpSE;0,70;7,90;1,60;17,40;1,90;16,00;2,40;13,50;4,90;14,60;6,60;12,30
VjuWTMZvqGg;0,10;0,70;0,20;1,90;0,80;4,00;2,40;7,30;9,40;18,30;21,20;33,60
VaGyrHSO7SQ;3,20;3,00;1,60;10,60;1,70;10,90;1,70;12,00;3,50;15,80;13,90;22,10
Q6asDv059ZQ;0,80;4,10;1,10;11,50;2,10;9,90;4,10;13,60;5,30;14,20;11,80;21,40
rLo9mfMc2bo;0,60;8,20;1,90;19,10;1,80;19,50;1,90;14,40;2,80;13,50;3,40;12,80
Fm4Epp6UsgQ;0,20;2,70;1,10;10,10;1,90;15,40;2,80;14,10;5,80;20,30;9,10;16,60
jnOAcbCyFXA;0,80;4,00;1,50;9,20;2,00;12,90;1,70;10,00;3,30;16,40;11,20;26,90
RF_ZXoxyX2k;nan;nan;nan;11,50;nan;11,80;2,80;12,60;4,10;17,00;10,30;30,00
C5D3NJyECdo;1,70;6,90;2,70;10,90;4,20;11,90;4,10;11,10;6,80;13,50;10,50;15,60
6eNEcL9y8yc;1,10;0,40;4,60;1,70;9,80;4,20;15,20;6,00;22,70;11,30;11,50;11,50
YwGlBEBeFrk;0,30;2,40;0,70;5,70;1,20;9,30;2,10;10,00;5,80;19,50;12,20;30,80
JGLz8cI7dOk;nan;nan;nan;10,70;nan;13,30;5,40;13,60;7,90;17,50;12,70;18,90
tWVAFBL00l8;nan;6,80;nan;18,40;nan;23,80;nan;17,00;nan;17,30;3,40;13,30
R2R9iXb5JKE;0,80;7,60;1,70;14,30;3,40;14,60;2,20;10,70;8,10;11,60;11,90;13,30
EYyzdAi1klo;1,50;5,10;1,50;11,10;3,10;14,60;3,70;11,30;6,30;15,60;9,80;16,20
300NIn-jspU;0,20;1,80;0,70;5,70;1,20;10,10;1,70;11,10;4,40;20,00;9,70;33,30
c1T_rgb4_0g;nan;7,40;5,90;42,90;nan;29,10;nan;8,10;nan;;nan;6,60
lj9pRBD_wIE;nan;nan;nan;nan;nan;13,10;nan;15,80;nan;11,70;12,40;47,10
YDg1oS4n_yI;nan;10,00;0,60;24,00;1,00;22,90;1,90;13,00;3,10;11,50;3,00;8,90
_U5JAc40CoU;nan;2,80;0,50;7,10;1,40;11,50;1,20;14,00;3,60;24,10;6,50;27,40
zXgieUNSkXc;nan;5,50;nan;12,80;nan;17,80;nan;12,00;2,00;12,90;10,70;26,30
4WY6RZ-XrJA;nan;1,60;nan;10,80;1,20;16,00;2,40;13,80;4,70;20,00;8,40;21,00
pSL4y-Mt37w;0,30;2,60;1,50;9,70;2,50;16,20;3,00;17,00;4,70;19,20;5,50;17,80
lelw0UJUleU;nan;nan;nan;nan;nan;12,20;nan;20,80;nan;26,10;10,60;30,40
PFOb8vIl3No;0,50;2,80;0,50;7,80;1,00;13,80;2,80;14,80;5,30;22,00;8,60;20,10
J5ykt5Xwe8s;nan;3,60;1,60;13,70;3,20;16,10;4,00;15,90;5,20;14,00;6,60;16,10
18O0N1GynHk;nan;nan;nan;6,60;nan;12,40;nan;11,60;5,40;22,60;9,00;32,30
pg3rOz5O56o;0,20;1,80;0,60;5,70;1,20;9,70;2,00;12,00;5,30;21,80;11,20;28,40
Pd7mJpSnJ-4;0,40;3,90;1,20;9,40;1,80;11,70;2,40;11,40;4,60;17,80;8,00;27,10
UPJcGOF0gN0;nan;14,00;nan;24,70;nan;15,10;nan;12,80;nan;15,10;3,10;15,30
Bq5Gf6duxp0;0,30;1,90;1,00;5,20;2,20;7,90;3,20;9,40;7,80;16,70;16,30;27,80
77kv7hB2dgU;nan;nan;nan;3,50;1,00;11,20;1,00;14,40;5,40;21,80;7,90;33,80
