video_id;Videotitel;Veröffentlichungszeitpunkt des Videos;Dauer;Neue Zuschauer;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;„Mag ich“ und „Mag ich nicht“ im Vergleich (%);„Mag ich nicht“-Bewertungen;Im Feed angezeigt;Geschätzter Umsatz (EUR);Impressionen;Klickrate der Impressionen (%)
5EjMqD5Y8fQ;LIVE: Bundeskanzler Scholz trifft Polens neuen Staatschef Donald Tusk;12.02.2024;1746;788;0;0;0;5321;51;0;;106081;343
JHkTUNXobFc;Trendwende nicht absehbar: Immobilienpreise fallen und fallen | ntv;12.02.2024;76;1013;0;0;0;898;5;0;;39280;589
BWYe3SxO5z0;"""Die Menschen wählen die AfD auch aus Protest"" - Kai Wegner, Bürgermeister Berlin im Frühstart #ntv";12.02.2024;46;3312;0;0;0;4765;802;66344;;31093;331
nxhSXE1tQsM;Privatjet-Unglück in Florida: Zwei Tote nach Bruchlandung auf Autobahn | #ntv #shorts #florida;12.02.2024;60;870;0;0;0;8544;15;24418;;16263;233
toFFlxGIS94;Indien: Leopard greift Wildhüter an | #ntv #shorts #indien #leopard;12.02.2024;42;709;0;0;0;8594;9;8803;;12169;259
U79solfTFvk;"""Das ist ein Warnsignal, ein Stoppsignal"" - Kai Wegner zur Berlin-Wahl im Frühstart | #ntv #shorts";12.02.2024;43;433;0;0;0;8471;13;7898;;10457;317
IiJKvM-hVe4;Brennende Luxusjachten in Italien | #ntv #shorts #italien #yacht;12.02.2024;56;332;0;0;0;9545;1;3147;;7651;376
r_nd_4jil90;Schiffsunglück in der Karibik: Trinidad und Tobago von Ölteppich bedroht | #ntv #shorts #karibik;12.02.2024;48;533;0;0;0;8636;3;3117;;6711;289
TsOpzClm0q0;"Munitions-Maschine ""kommt ins Laufen"" - Generalmajor blickt optimistisch auf die Ukraine | ntv";13.02.2024;781;26149;177;0;0;7255;1385;0;;3546006;375
noPi-n164fw;"FDP-Politiker Vogel im ""ntv Frühstart"": ""Wir müssen in unsere Abschreckungsfähigkeit investieren""";13.02.2024;436;1917;0;0;0;2165;351;0;;983199;9
kDknHcOUtR0;RTL/ntv-Trendbarometer: Scholz stoppt freien Fall, Wagenknecht setzt sich fest | ntv;13.02.2024;864;2308;9;0;0;2986;343;0;;514686;221
34sYttFDF3I;LIVE: Pressekonferenz Faeser und Münch zu Maßnahmen gegen Rechtsextremismus;13.02.2024;1820;554;0;0;0;954;218;0;;73471;27
HGv2ZOmy9rA;Riesiger Brand in Göteborg: Explosionen zerreißen Wasserrutsche in Freizeitpark | ntv;13.02.2024;70;4755;0;0;0;100;0;1;;61286;847
hwCmiJcI6s0;"""Wir können uns auf die Bundeswehr verlassen"" - Generalmajor Christian Freuding im Ukraine-Talk #ntv";13.02.2024;53;4282;0;0;0;5977;354;92707;;57277;427
Vp5fl37kGNA;LIVE: Bundesministerin Baerbock empfängt den palästinensischen Außenminister Riad al-Malki;13.02.2024;734;192;0;0;0;3148;37;0;;49742;339
L8kypGjCkxM;"Russland greift Ukraine erstmals mit neuer Hyperschall-Waffe ""Zirkon"" an | #ntv #shorts #ukraine";13.02.2024;60;2504;0;0;0;7976;100;73750;;46927;475
sw4Pg-9QzyE;LIVE: Vorstellung zur Studie über Hass im Netz;13.02.2024;1497;119;0;0;0;25;84;0;;44515;107
5AapMR1jDr8;Atlantik: Seenotretter filmen Untergang von 25-Meter-Fischkutter | #ntv #shorts #atlantik;13.02.2024;53;599;0;0;0;9362;3;5850;;17967;461
8ZN0S31RGEc;Notre-Dame in Paris: Neue Turmspitze nach Brand enthüllt | #ntv #shorts #paris #notredame;13.02.2024;57;365;0;0;0;9722;3;5810;;13343;181
5eb9PWN0-I8;100-Jähriger kehrt bei WM als Wasserspringer zurück | #ntv #shorts #wm #doha;13.02.2024;34;1403;0;0;0;9733;2;5260;;12794;465
JpSF_lSkCnA;Arizona: Betäubung von Puma geht beinahe schief | #ntv #shorts #puma #arizona;13.02.2024;52;345;0;0;0;9091;2;3921;;7551;181
bUnwoBKnfSM;LIVE: Politischer Aschermittwoch der CSU mit Markus Söder;14.02.2024;1983;11443;0;0;0;741;129;0;;405458;471
wpgB9hE2kvI;Wo in Europa sind Atomwaffen stationiert? | ntv;14.02.2024;137;4140;0;0;0;7238;87;0;;385421;381
4yARrfZ9oe8;"Philipp Amthor im Frühstart: Die Idee einer EU-Atombombe ""ist absurd"" | ntv";14.02.2024;401;631;0;0;0;4059;142;0;;169855;301
jEnjfsriHs0;Steilküste bricht ab: Luxus-Villen stehen am Abgrund | ntv;14.02.2024;57;427995;0;0;0;9412;5;0;;71213;578
WJv1ShT1xMQ;Auch die USA müssen sich an die Nato-Zusagen halten - Philipp Amthor (CDU) im Frühstart | #ntv;14.02.2024;39;3422;0;0;0;6631;284;67766;;38529;434
kFm2nxVK2go;Angriff nahe der Krim: Ukraine will russisches Landungsboot versenkt haben | #ntv #shorts #ukraine;14.02.2024;59;116;0;0;0;7346;43;16784;;17031;284
PgsZbqlq1bk;Israel stürmt mutmaßliches Tunnel-Versteck von Hamas-Führer | #ntv #shorts #israel #gaza #hamas;14.02.2024;60;455;0;0;0;8136;11;7442;;13087;208
ylca_sCEgxc;"""Das ist eigentlich undenkbar"" - ntv-Reporter Holger Schmidt-Denker zu einer EU-Atomwaffe #ntv";14.02.2024;53;131;0;0;0;7083;21;6325;;11354;236
xFHQZ6Ea21U;Erdrutsch in der Türkei: Mehrere Minenarbeiter vermisst | #ntv #shorts #türkei #erdrutsch;14.02.2024;60;424;0;0;0;8511;7;7858;;8383;347
e4VEHiWCQmw;Bluttat in Kansas: Eine Tote bei Super-Bowl-Feier | ntv;15.02.2024;110;17056;0;0;0;8805;57;0;;1766228;278
Hq6Hnga74K4;"Grünen-Politikerin Lemke im ntv Frühstart: ""Herr Söder weiß, was er da tut"" | ntv";15.02.2024;430;855;0;0;0;1966;421;0;;434466;128
_0k61qT3NFY;Überraschende Aussage: Putin wünscht Biden Wahlerfolg | #ntv #shorts #putin #russland;15.02.2024;59;2537;0;0;0;8233;112;75723;;121362;74
oKq9HjzU9FQ;LIVE: Pressekonferenz mit Bundeskanzler Scholz und Microsoft-Präsident Smith;15.02.2024;1387;1340;0;0;0;3333;98;0;;42428;268
Ol1Mw58wHIM;Russland: Ukrainische Drohnen setzen Öldepot in Brand | #ntv #shorts #russland;15.02.2024;48;196;0;0;0;7963;66;26690;;19503;216
we-AdAdJFr8;"""Streit gehört dazu"" - Steffi Lemke, Umweltministerin (Grüne) über die Ampel-Koalition im Frühstart";15.02.2024;48;565;0;0;0;1522;468;21073;;17889;282
Q7nwe60TTrE;USA: Private Mondmission erfolgreich von der Erde aus gestartet | #ntv #shorts #usa #nasa #odysseus;15.02.2024;60;569;0;0;0;9211;6;7621;;17156;269
VaGyrHSO7SQ;Rettung in 36 Metern Höhe: Touristen baumeln kopfüber von Hängebrücke in China | #ntv #shorts;15.02.2024;56;293;0;0;0;9444;1;3252;;8563;188
AWELHArADrU;"Verfolgt, vergiftet, verhaftet"": Putin-Gegner Nawalny ist tot | ntv";16.02.2024;174;26249;1005;0;0;7118;481;0;;2215540;243
jAxQSxtnEK8;LIVE: Pressekonferenz mit Bundeskanzler Scholz und Präsident Selenskyj;16.02.2024;1808;1036;0;0;0;4282;207;0;;106060;285
B3RLJDrKRYc;Kreml-Kritiker Nawalny ist tot | #ntv #shorts #russland #nawalny;16.02.2024;46;14549;0;0;0;8107;170;204358;;49691;43
lX5aXWclEvs;LIVE: Statement Bundesverteidigungsminister Pistorius bei der Münchner Sicherheitskonferenz;16.02.2024;460;458;0;0;0;7431;28;0;;41565;522
3awP_HTyIwM;Achtung „Milfs“ unterwegs: Carsharing-Anbieter Miles kämpft gegen Vandalismus-Problem | #ntv #shorts;16.02.2024;55;10598;0;0;0;9375;40;74881;;22806;26
KXndJfhEfv4;Rakete trifft russische Stadt Belgorod - mehrere Tote | #ntv #shorts #russland;16.02.2024;47;575;0;0;0;7347;126;50291;;18290;286
6PQBh4xLKwI;Mücken-Tornados in Indien | #ntv #shorts #indien #mücken;16.02.2024;60;268;0;0;0;9545;1;2682;;8219;374
O27JwTcssLU;Das letzte Video von Nawalny zeigt ihn scherzend in seiner Zelle | ntv;17.02.2024;54;19066;0;0;0;7285;98;0;;946594;288
t0O_s2BvsM8;Putins Krieg und Trumps Comeback? Der ntv Talk live von der Münchner Sicherheitskonferenz;17.02.2024;2578;893;0;0;0;7689;52;0;;171311;438
oBcxwSRojdI;Was kosten uns Krieg und Krisen? Der ntv Wirtschaftstalk live von der Münchner Sicherheitskonferenz;17.02.2024;2607;264;0;0;0;7941;7;0;;60881;254
weYQVppsOCU;Kamera-Halsbänder an Eisbären zeigen: Eismangel in Kanada treibt die Tiere tiefer ins Land #ntv;17.02.2024;43;836;0;0;0;9333;6;11531;;16705;256
jXu4Y93YJ_A;"""Geht um Leben und Tod, nicht Schäufelchen im Sandkasten"" - Strack-Zimmermann im Frühstart | ntv";19.02.2024;404;2284;37;0;0;2414;1197;0;;481378;253
vHGwzbVTDX4;"""Wir müssen das Projekt europäische Armee angehen"" - Strack-Zimmermann  im Frühstart | ntv #shorts";19.02.2024;60;444;0;0;0;4095;261;16716;;89231;594
_-3lnKnCUzU;LIVE: Pressekonferenz mit Friedrich Merz und Ursula von der Leyen;19.02.2024;1388;83;0;0;0;5484;28;0;;45379;322
iLyIqW_Vyds;Israel: Video soll UNRWA-Helfer bei Hamas-Massaker zeigen #ntv #shorts #israel #hamas;19.02.2024;60;1233;0;0;0;7067;22;12624;;24876;601
h2-_8FdOL9U;Pressekonferenz mit Djir-Sarai und Strack-Zimmermann;19.02.2024;430;30;0;0;0;4151;31;0;;22564;226
8_9LYlLC7EA;LIVE: Pressekonferenz mit Grünen-Vorsitzender Ricarda Lang;19.02.2024;368;81;0;0;0;1622;31;0;;21267;277
4opBzXBNP04;16-mal so groß wie Deutschland: Riesiger Sandsturm überzieht Teile Chinas | #ntv #shorts #china;19.02.2024;60;83;0;0;0;8824;4;4995;;12022;255
1bIYWo6OKbs;Vieles spricht für russischen Mord -  Kriewald zum in Spanien erschossenen Überläufer | ntv;20.02.2024;199;10725;341;0;0;4865;664;0;;1580832;268
jQJKjQSlO-A;"Taurus ""könnten Krieg nicht entscheiden"" - Darum dreht sich der Streit um Marschflugkörper | ntv";20.02.2024;261;6006;262;0;0;5445;317;0;;1090157;232
PIgDZLOA6d8;"""Die Ukraine blutet aus - 2024 ist entscheidend"" - Röttgen im ntv Frühstart  | ntv";20.02.2024;402;900;156;0;0;6432;137;0;;146379;549
0MfPjPI5kJ4;Angriff auf NATO-Land? Mehrheit der Deutschen sieht Russland als Bedrohung | ntv Trendbarometer;20.02.2024;824;597;31;0;0;5394;76;0;;91012;588
