video_id,title,publish_date,video_length_seconds,privacy_status,wiedergabezeit_minuten,durchschnittliche_wiedergabedauer,durchschnittliche_wiedergabedauer_prozent,gewonnene_abonnenten,verlorene_abonnenten,aufrufe,likes,dislikes,geteilte_inhalte,kommentare,audience_female_age18-24,audience_male_age18-24,audience_female_age25-34,audience_male_age25-34,audience_female_age35-44,audience_male_age35-44,audience_female_age45-54,audience_male_age45-54,audience_female_age55-64,audience_male_age55-64,audience_female_age65-,audience_male_age65-,audience_female_age13-17,audience_male_age13-17,Neue Zuschauer,Klicks auf Abspannelement,Klicks auf Infokartenteaser,Klicks auf Infokarte,Mag ich und Mag ich nicht im Vergleich (%),Mag ich nicht-Bewertungen,Im Feed angezeigt,Geschätzter Umsatz (EUR),Impressionen,Klickrate der Impressionen (%),Thema,Bewertung_Titel,Gestaltung_Thumbnail
djPkKis5fAg,"LIVE: 80 Jahre D-Day: Feierlichkeiten mit Macron, Biden und König Charles III",2024-06-06T11:46:07Z,1606,public,52135,308,19.18,12,1,10153,93,33,66,0,0.3,2.6,2.0,6.9,2.5,10.0,4.9,13.6,9.8,15.5,14.9,17.1,,,3094,0,0,0,7381,33,0,118.0,124630,543,,,
8zS7taWf5_4,"Kanzler Scholz kündigt neue Linie an: ""Solche Straftäter gehören abgeschoben"" | ntv",2024-06-06T11:37:45Z,507,public,71261,188,37.21,36,0,22664,374,257,131,586,1.0,8.5,2.3,15.9,2.5,13.5,3.4,10.0,6.7,12.7,9.7,13.6,,0.2,3941,85,0,0,5927,257,0,52.0,672024,235,,,
3xD5MCKt3Vg,"""Haben Radikalisierung von Mannheim-Täter finanziert"" - Sahra Wagenknecht, BSW bei RTL Direkt | #ntv",2024-06-06T11:22:53Z,44,public,257630,34,79.21,516,11,443533,19572,817,1777,0,2.9,4.4,7.1,11.5,7.3,9.7,7.1,7.7,9.1,10.2,11.8,11.0,0.1,0.1,90360,0,0,0,9599,817,806375,1.0,599947,6,,,
qu7ZnyiIr90,Passagiere rausgeschleudert: Russische Straßenbahn entgleist | #ntv #shorts #russland #unfall,2024-06-06T10:13:22Z,42,public,6237,30,71.9,2,0,12394,100,15,92,0,,1.2,0.4,4.7,1.0,9.1,1.5,12.6,4.4,21.9,10.6,32.7,,,799,0,0,0,8696,15,14982,1.0,19461,384,,,
Jz42zyMyK30,"""Rote Linien nicht um uns, sondern vor Putin ziehen"" - Ukraine-Botschafter im Frühstart | ntv",2024-06-06T09:51:16Z,501,public,36444,170,34.03,8,0,12825,210,136,39,141,0.4,2.3,0.9,6.1,1.6,9.9,2.0,12.1,4.4,20.1,9.5,30.8,,,800,86,0,0,6069,136,0,37.0,468149,157,,,
yWpXR1KEou0,"""Glaubt nie an das, was Russland sagt"" - Oleksij Makejew, Ukrainischer Botschafter im #ntv Frühstart",2024-06-06T09:03:32Z,59,public,20692,53,90.01,20,0,23378,430,292,100,198,,0.6,0.2,2.9,0.7,6.4,1.6,9.5,5.6,21.5,15.1,36.2,,,203,0,0,0,5956,292,26669,,155706,455,,,
MC2zPRlCBbI,"Angriff auf NATO-Gebiet ""Bullshit"" - Putin warnt vor Einsatz deutscher Waffen gegen Russland | ntv",2024-06-06T08:41:24Z,110,public,163573,73,66.79,140,6,133593,1463,528,557,651,0.3,2.9,0.9,7.4,1.5,12.1,2.4,13.6,4.2,20.8,7.3,26.4,,0.1,17188,826,0,0,7348,528,0,1.0,1273037,62,,,
7Nt88d7zw8k,Mietenwahnsinn: Wenn Todesanzeigen bei der Wohnungssuche helfen sollen | ntv,2024-06-06T08:11:58Z,1332,public,253853,411,30.89,92,2,37019,358,74,127,107,0.7,2.5,6.4,12.2,8.9,13.7,7.7,8.3,10.4,9.8,9.5,10.0,,,9358,27,0,0,8287,74,0,10857.0,531245,323,,,
7PU1EilLhrE,Tschechien: Zugunglück mit mehreren Toten und Verletzten | #ntv #shorts #zug #czech,2024-06-06T08:09:54Z,60,public,1439,25,42.61,4,0,3379,43,8,17,0,,2.6,,5.6,1.0,7.4,1.5,12.3,7.0,21.4,14.0,27.2,,,435,0,0,0,8431,8,7620,,16690,189,,,
xvHv2VHsAl4,"""Putin versucht, Druck auf Deutschland zu machen"" - ntv-Reporter Munz zu Drohungen aus Kreml | ntv",2024-06-06T07:59:14Z,187,public,163421,117,62.78,140,6,83517,946,217,177,359,0.1,0.7,0.4,2.8,1.0,7.4,1.9,11.4,4.7,23.0,10.8,35.9,,,5679,827,0,0,8134,217,0,746.0,677871,546,,,
rLo9mfMc2bo,"Videos aus dem Kugelhagel: Als die Alliierten ""Hitlers Festung Europa"" aufbrachen | ntv",2024-06-06T07:17:44Z,108,public,9914,51,48.11,3,0,11449,84,38,9,34,0.6,8.2,1.9,19.1,1.8,19.5,1.9,14.4,2.8,13.5,3.4,12.8,,,2067,111,0,0,6885,38,0,22.0,345935,234,,,
24_Ap17r2kk,"Bizarre Szene bei ""Sierra Madre"": Chinas Militär schnappt Philippinern Essenspakete weg | ntv",2024-06-06T04:59:19Z,96,public,2890,53,55.58,2,0,3251,13,2,1,1,,,,8.3,,18.2,,17.3,1.9,25.6,3.6,25.0,,,161,65,0,0,8667,2,0,12.0,27402,771,,,
WbxMqzP46eQ,Mit Granaten beladen zum Ziel: Freiwillige bauen Hunderte Kamikaze-Drohnen für Ukraine | ntv,2024-06-06T04:55:54Z,136,public,69021,72,53.36,24,0,57065,810,41,87,107,0.1,1.7,0.3,6.6,0.6,13.6,0.7,15.9,1.7,26.4,2.5,29.8,,,4574,533,0,0,9518,41,0,305.0,416624,863,,,
4PPjkbBNnmY,LIVE: Statement Markus Söder in Passau,2024-06-05T13:22:43Z,503,public,3254,117,23.4,2,1,1659,24,15,4,0,,,,11.9,2.2,11.4,1.6,15.8,5.5,20.3,6.3,25.0,,,129,0,0,0,6154,15,0,29.0,24480,308,,,
-5nZnofkgBM,"Klimaschutz benötigt ""Modernisierung der Schuldenbremse"" - Dröge im ntv Frühstart  | ntv",2024-06-05T11:17:26Z,434,public,1130,104,24.09,1,1,649,16,17,2,30,,,,14.7,,22.4,,,,31.8,5.9,25.3,,,25,3,0,0,4848,17,0,12.0,19933,163,,,
15TLucEPbr4,Forderungen werden lauter: Abschiebungen nach Afghanistan - was tun? | ntv,2024-06-05T11:16:29Z,120,public,19609,71,59.73,19,2,16414,319,58,63,265,1.6,12.5,3.1,23.6,3.7,15.1,3.7,9.5,5.2,7.9,5.7,8.4,,,3137,95,0,0,8462,58,0,9.0,569347,197,,,
4-WBZdZ6Lys,Thailand: Tausende Motten sprengen Livestream eines Videoverkäufers | #ntv #shorts #thailand #moth,2024-06-05T10:53:33Z,60,public,474,22,37.83,1,0,1253,10,0,6,0,3.5,12.2,4.2,12.5,3.2,19.6,,15.1,3.5,10.9,5.5,9.6,,,124,0,0,0,100,0,2782,,8216,223,,,
sBaR2tTz_PM,Großbritannien: Milkshake-Attacke auf Rechtspopulist Nigel Farage | #ntv #shorts,2024-06-05T09:51:28Z,52,public,1353,21,41.82,0,0,3735,40,10,8,0,0.7,3.0,1.1,10.3,1.1,16.0,1.9,15.1,2.8,19.0,9.5,19.5,,,259,0,0,0,80,10,5930,0.0,10087,323,,,
_P_xIqJdq2c,Kurioses Orakel: Bakterien sagen Ergebnisse der Fußball-EM voraus | #ntv #shorts #em #fußball,2024-06-05T09:18:21Z,60,public,921,27,46.53,0,0,1980,31,9,15,2,,7.0,0.0,10.6,,10.0,,8.6,5.4,16.2,15.9,26.3,,,188,0,0,0,775,9,4800,,9939,203,,,
QekmMmGdVzQ,Rakete schießt haarscharf vorbei: Drohne filmt brenzligen Flug durch Russlands Luftabwehr | ntv,2024-06-05T08:56:58Z,135,public,157208,80,59.81000000000001,80,4,116821,1006,125,48,89,0.1,0.8,0.2,3.4,0.6,9.7,0.9,15.0,2.0,28.0,3.4,35.9,,,7669,796,0,0,8895,125,0,498.0,633266,973,,,
aartO9oWFHM,USA: US-Präsident Biden verschärft Asyl-Regeln im Alleingang | #ntv #shorts #biden #asylum,2024-06-05T08:26:44Z,60,public,1303,25,41.95,3,0,3106,41,9,8,0,,6.6,0.8,15.1,1.4,14.6,2.7,11.2,3.9,15.0,8.2,20.5,,,245,0,0,0,82,9,6588,,13140,231,,,
IpM4WWIA0nw,"Energiewende: ""Keine Illusionen über fossile Lobby machen"" | ntv",2024-06-05T07:21:09Z,1337,public,110605,481,36.0,21,2,13789,400,39,81,82,,1.4,0.2,8.3,0.4,19.5,0.9,22.9,1.3,27.0,1.5,16.7,,,2548,16,0,0,9112,39,0,1131.0,239658,324,,,
_g2gsCv7u0A,"""Werden alles wegfegen"" - TV-Propagandist droht deutschen Städten mit Vernichtung | ntv",2024-06-05T06:52:19Z,147,public,44606,87,59.31999999999999,14,0,30693,268,61,197,321,0.2,1.7,0.9,8.0,1.6,14.6,1.6,17.3,3.3,25.4,4.3,21.1,,,3116,220,0,0,8146,61,0,118.0,219991,975,,,
xveVxjd3Bn4,"Verkehrswende: Was passiert mit einer Stadt, in der kein Zug mehr hält? | ntv Deutschland in Europa",2024-06-04T16:38:23Z,1355,public,420973,459,33.91,97,2,54979,1153,258,176,265,0.2,11.1,0.5,16.5,0.9,18.3,0.7,16.9,1.2,18.5,1.2,13.9,,0.1,16525,54,0,0,8172,258,0,11236.0,1052394,311,,,
8xrc5s-zObQ,Neue russische Artillerie erstmals an der Front gesichtet | #ntv #shorts #ukraine #russland,2024-06-04T15:39:12Z,51,public,23314,35,70.4,20,0,38961,458,119,98,0,,1.4,0.2,5.8,0.2,11.2,0.6,13.0,2.0,23.8,5.1,36.7,,,2375,0,0,0,7938,119,49326,,177671,508,,,
oAtxeCFsYGo,Achtung Tiefflug! Hubschrauber fliegt zur Übung durch den Eiffelturm | #ntv #shorts #paris #olympics,2024-06-04T15:14:05Z,43,public,1842,18,42.97,2,2,5982,60,9,13,0,,7.2,,14.7,0.3,14.2,0.9,12.4,2.7,19.4,5.7,21.7,,0.7,328,0,0,0,8696,9,10864,,10933,338,,,
qOYNhr_63d8,Hochhausbrand in London - Dicker Rauch überzieht Stadt | #ntv #shorts #london #feuer,2024-06-04T15:07:20Z,45,public,463,21,47.11,0,0,1312,10,1,2,0,,4.8,,10.5,,14.6,2.2,12.6,7.2,17.4,9.2,21.6,,,134,0,0,0,9091,1,2941,,7082,213,,,
6eWhkLw_A58,Vulkanausbruch auf Hawaii: Kilometerlanger Riss spuckt Lava | #ntv #shorts #vulkan #lava,2024-06-04T14:23:55Z,55,public,437,23,42.5,3,0,1122,22,3,5,0,,9.1,,11.7,,14.3,,14.9,,12.3,14.3,23.4,,,136,0,0,0,88,3,4201,,8613,178,,,
3NEukrYG5AE,Kanntet ihr das gefälschte Bild am Ende? Die ganze Folge ntv #Faktenzeichen findet ihr hier verlinkt,2024-06-04T14:21:55Z,60,public,773,26,44.43,2,0,1740,31,7,4,8,,5.7,,10.4,,13.8,3.6,10.2,2.2,21.2,11.9,20.9,,,86,0,0,0,8158,7,3967,,9759,332,,,
23FoStJcaCQ,Darum sind Fake News gefährlicher als Extremwetterlagen | ntv Faktenzeichen,2024-06-04T14:13:17Z,902,public,3736,172,19.07,4,0,1303,25,46,10,46,,,,17.5,,14.0,,23.2,,23.2,,22.1,,,193,0,0,0,3521,46,0,117.0,79918,85,,,
7T7ZUwwz1nE,Innenstadt-Freizeitpark als Chance für den Einzelhandel?  | ntv,2024-06-04T13:35:42Z,110,public,328,49,44.8,0,0,400,5,1,1,5,,,,,,40.4,,23.6,,,,36.0,,,26,3,0,0,8333,1,0,4.0,11442,226,,,
djqGJyIPtTU,"Debatte nach Messerangriff: SPD-Wende bei Abschiebung ""ist eine Überraschung"" | ntv",2024-06-04T10:45:34Z,138,public,88203,63,45.67,39,1,83966,461,418,160,1093,1.1,7.2,2.3,14.5,2.6,11.9,3.3,9.7,6.6,13.6,10.7,16.3,,,18728,239,1,0,5245,418,0,13.0,2880241,175,,,
IP8uBfm4tvs,FTI pleite - Sommerurlaub auf der Kippe? - Bund lehnt Hilfspaket ab | ntv,2024-06-04T09:40:16Z,115,public,14424,61,53.77000000000001,8,0,13997,76,18,71,44,0.7,6.7,2.9,15.7,4.5,17.2,4.6,12.4,5.7,13.2,5.4,11.0,,,3366,0,0,0,8085,18,0,97.0,479154,18,,,
YrkbvYmb77I,"Wer ""islamistisch unterwegs ist, hat hier keine Zukunft"" - Dürr im Frühstart | ntv",2024-06-04T09:04:41Z,423,public,13242,72,17.15,17,0,10955,83,38,31,75,5.3,14.9,6.6,17.8,7.0,11.7,4.2,7.3,4.2,7.0,5.8,8.2,,,6367,19,0,0,686,38,0,33.0,2866497,29,,,
mdP2NE-LS0o,"""Generelle Freigabe der West-Waffen wäre Gamechanger"" - Ukraine noch zu eingeschränkt  | ntv",2024-06-04T06:09:42Z,651,public,281957,243,37.48,71,2,69340,833,545,146,739,0.2,0.9,0.6,4.5,1.0,11.9,1.5,16.1,3.1,24.3,6.0,29.8,,,6111,214,0,0,6045,545,0,24.0,1085484,36,,,
7KNJ7nqLPdg,Donau-Dämme und Schutzmauern drohen zu brechen - Passauer Innenstadt schon geflutet  | ntv,2024-06-04T06:06:26Z,92,public,65479,34,37.91,24,0,112652,140,9,101,31,0.4,1.0,1.5,3.5,4.2,6.0,6.7,7.3,14.3,14.1,20.2,20.7,,,26475,241,0,0,9396,9,0,3.0,343321,421,,,
lVG6eRg0q5c,"""Deutsches Bier"" launig auf dem Donau-Hochwasser - Kreuzfahrtschiff wird evakuiert | ntv",2024-06-03T13:33:48Z,489,public,138082,51,10.62,32,1,159553,140,38,125,47,0.3,0.9,1.5,3.0,4.4,6.1,6.3,7.7,12.9,14.6,20.2,22.0,,,35237,61,0,0,7865,38,0,65.0,903246,162,,,
PFvmdJ7COGw,"""Islamismus ist in Deutschland ein massives Problem"" - CDU-General Linnemann im Frühstart  | ntv",2024-06-03T11:13:50Z,500,public,342735,209,41.96,160,7,98009,2425,566,921,1981,0.9,4.8,2.2,12.7,2.7,12.2,3.4,10.0,7.1,13.9,12.5,17.4,,,18907,0,0,0,8108,566,0,558.0,3078916,189,,,
4iAI2O0FEIA,Trump tritt Tiktok bei - und erreicht Millionen Follower | #ntv #shorts #trump #tiktok,2024-06-03T10:37:34Z,48,public,844,23,49.6,0,0,2129,28,29,4,0,,7.7,,9.7,,11.9,2.1,13.2,2.0,14.7,11.3,27.5,,,194,0,0,0,4912,29,4056,,11200,188,,,
7JTyHarmSlg,"""Es ist zu befürchten, dass der Krieg sich fortsetzt"" - Walter Feichtinger, Brigadegeneral a.D.",2024-06-03T10:11:21Z,44,public,10085,31,72.47,10,0,18977,246,54,39,0,,0.8,0.2,3.1,0.7,6.9,1.1,9.9,4.7,22.7,12.2,37.6,,,748,0,0,0,82,54,24686,,42611,328,,,
mN47fqkT2PM,"""Wir müssen Straftäter auch nach Afghanistan abschieben"" - Carsten Linnemann (CDU) im #ntv Frühstart",2024-06-03T10:01:03Z,49,public,56057,34,69.54,78,3,98708,5280,218,357,762,0.2,1.0,0.8,5.3,2.2,11.0,3.8,14.1,9.1,21.4,13.4,17.9,,,5868,0,0,0,9603,218,149326,,62331,244,,,
HHM5H1S0KF0,Wassermassen sprengen Lärmschutzwand an der B10 Sekunden nach vorbeifahrenden Autos  | ntv,2024-06-03T07:22:34Z,111,public,317452,38,34.46,105,1,497967,716,43,2059,106,0.5,1.2,1.8,3.8,5.0,7.6,7.1,9.5,13.1,16.3,15.1,18.8,0.0,0.0,145715,850,0,0,9433,43,0,1544.0,1056903,771,,,
HlhXcZJEs8E,Menü für 495.000 Dollar im Restaurant am Rande des Weltalls | ntv Startup Magazine,2024-06-03T07:14:32Z,232,public,1448,85,36.94,2,0,1014,24,6,7,10,,6.7,,15.8,,18.0,2.2,14.9,5.2,15.6,7.6,14.1,,,31,0,0,0,80,6,0,8.0,12825,235,,,
g32qWnQgnD0,Tod löst Bestürzung aus: Verletzter Polizist stirbt nach Mannheimer Messerangriff | ntv,2024-06-03T07:12:16Z,84,public,167582,53,63.72,247,9,187854,2076,378,734,1503,3.7,13.1,6.4,20.5,5.9,13.7,4.6,8.4,5.3,7.5,4.6,5.9,0.0,0.1,87431,2024,0,0,846,378,0,3.0,5471658,224,,,
dLC1E6J0Pyw,"""Es ist so schlimm"": Emotionale Bilder bei Habecks Besuch in Flutgebieten | ntv",2024-06-03T06:58:52Z,500,public,27142,146,29.26,10,1,11133,226,99,73,179,0.7,3.6,1.6,9.3,2.2,11.0,3.8,9.5,8.9,14.0,16.8,18.6,,,1729,63,0,0,6954,99,0,106.0,226113,339,,,
FN_jE4I-Xcc,Erste Rakete mit Kerzenwachs-Antrieb gestartet: Heilbronner Startup baut Raumschiffe | ntv,2024-06-01T13:33:23Z,263,public,24086,40,15.23,7,3,36076,135,9,36,27,,0.8,0.5,3.5,1.5,10.7,2.0,14.9,4.0,25.1,5.7,31.2,,,1750,0,0,0,9375,9,0,12.0,57802,348,,,
KdN_t9xV2lU,Wie haltet ihr es mit diesem Gebot? #ntv #doku #ostern #shorts,2024-03-29T07:00:16Z,54,public,3007,33,62.67,4,0,5333,163,24,28,10,,1.1,0.6,6.0,1.5,11.2,1.6,13.0,5.1,20.9,10.8,28.1,,,387,0,0,0,8717,24,17651,,15678,332,,,
VPypREkt3V4,Die größte Schlange der Welt ist tot. #anakonda #shorts,2024-03-28T14:23:50Z,31,public,6493,30,97.32,7,0,12915,264,24,57,17,0.9,3.0,2.1,5.4,3.2,8.4,2.8,10.3,6.3,20.8,10.7,26.2,,,1873,0,0,0,9167,24,24235,,16519,341,,,
nrMtjfPJkVU,Westen könnte selbst Gamechanger sein - Munz: Darum bereiten F16-Jets dem Kreml keine Sorge | ntv,2024-03-28T12:41:34Z,168,public,88773,101,60.46,34,2,52443,444,134,26,122,0.2,1.1,0.4,4.1,1.1,10.0,2.0,14.4,4.3,25.1,7.7,29.6,,,5196,0,0,0,7682,134,0,,654800,559,,,
tzHdLlNzpFM,"Scholz ""hat die Schröder-Linie kopiert"" - Politologe Von Lucke im ntv Frühstart | ntv",2024-03-28T12:33:20Z,420,public,61886,231,55.06,17,1,16057,248,38,39,65,,1.0,0.3,4.0,0.9,7.7,1.7,10.7,5.0,21.1,13.7,33.9,,,1025,0,0,0,8671,38,0,,182216,551,,,
mCt6HlgKn5c,Die #Doku könnt ihr #Karfreitag um 20:15 Uhr auf ntv und bei RTL+ schauen. #shorts,2024-03-28T11:00:36Z,60,public,1062,35,58.98,3,0,1802,33,5,10,9,,2.8,,8.7,2.6,7.4,2.8,9.0,6.8,10.7,18.5,30.7,,,219,0,0,0,8684,5,4420,,7864,196,,,
49M4WQgYaq4,LIVE: Statement Habeck nach Treffen mit Vertretern der Verteidigungsindustrie,2024-03-27T15:33:44Z,496,public,10845,178,36.08,2,0,3636,56,65,21,0,,,,3.9,1.3,11.7,2.5,14.7,7.8,23.4,9.3,25.5,,,303,0,0,0,4628,65,0,,46629,493,,,
qnP1gYyjHBc,LIVE: Pressekonferenz mit Bundeskanzler Scholz und lettischer Ministerpräsidentin Silina,2024-03-27T15:24:19Z,607,public,6116,161,26.55,1,1,2277,47,17,6,0,,2.6,,5.9,,11.2,3.2,11.6,5.7,18.4,10.8,30.6,,,76,0,0,0,7344,17,0,,34668,432,,,
Bpbq-_KqqFQ,"""Da greift man sich an den Kopf"" - Trumps Truth Social erlöst beim Börsengang Milliarden  | ntv",2024-03-27T14:39:36Z,106,public,19130,69,65.48,9,2,16538,114,14,60,40,,1.1,0.4,5.7,0.8,9.8,1.4,14.0,3.4,25.7,7.3,30.4,,,2520,73,0,0,8906,14,0,,122048,852,,,
J7-keUvQ9b4,Delfin-Hotel pflegt kranke Schweinswale gesund - Jaenicke unterstützt Spendenprojekt | ntv,2024-03-27T11:53:25Z,92,public,605,46,50.66,0,0,780,23,2,17,6,,,,15.1,8.8,20.1,,,6.3,21.4,,28.3,,,87,3,0,0,92,2,0,,22719,187,,,
7peAFQOuiCw,800.000 Ostereier von einem Hühnerhof - Preise sind dieses Jahr stabil| ntv,2024-03-27T11:45:45Z,106,public,671,57,54.29999999999999,0,1,700,7,1,9,7,,,,,,29.8,,25.0,,23.1,,22.1,,,106,3,0,0,875,1,0,,18655,227,,,
wK8iBldpPSY,"Brücken-Katastrophe ""trifft wieder die Ärmsten"" - Kleim zum Verkehrschaos in Baltimore | ntv",2024-03-27T10:35:50Z,200,public,119501,83,41.64,47,3,86093,363,92,72,97,0.8,5.4,2.2,14.4,2.9,14.4,3.8,12.6,5.8,15.1,7.4,15.0,,0.1,19004,233,0,0,7978,92,0,,3561499,16,,,
WxE-_73fOjE,Bahntickets werden teurer - Verkehrsminister Wissing im Frühstart | ntv,2024-03-27T10:07:18Z,396,public,21968,120,30.36,13,0,10965,67,77,42,109,0.7,5.6,2.1,14.3,2.5,13.8,3.3,10.5,5.9,13.6,10.9,16.8,,,2114,18,0,0,4653,77,0,,889971,81,,,
r7rHqX7Ou1c,Teurere Tickets nach Tarifeinigung bei der Bahn? Verkehrsminister Wissing im Frühstart | ntv shorts,2024-03-27T09:28:49Z,32,public,1079,19,62.45,2,0,3242,25,18,3,8,,3.5,,8.8,0.0,11.9,0.6,14.1,4.6,19.5,11.9,25.2,,,352,0,0,0,5814,18,8525,,8924,143,,,
SEW75W9Hh74,LIVE: Gemeinschaftsdiagnose der Wirtschaftsforschungsinstitute,2024-03-27T09:23:30Z,1243,public,3129,165,13.34,0,0,1132,19,10,7,0,,,,,2.4,5.6,,8.2,8.2,16.6,19.6,39.4,,,54,0,0,0,6552,10,0,,19921,213,,,
qgdemVDqNsQ,"Scholz klettert aus Umfragetief, BSW weiter vor FDP | ntv Trendbarometer",2024-03-26T15:04:08Z,798,public,46790,191,24.05,10,5,14627,110,142,17,159,0.4,5.9,1.0,14.7,1.6,15.8,1.8,12.3,4.1,16.7,7.0,18.8,,,1934,36,0,0,4365,142,0,,235560,425,,,
xXRGcYCa5yY,Elefanten starten wilden Kampf mitten auf Volksfest - Viele Verletzte | ntv #shorts,2024-03-26T13:48:27Z,52,public,9870,36,69.64,8,0,16355,214,39,77,25,0.1,0.9,0.6,5.1,1.3,9.2,2.0,10.8,6.5,22.2,11.4,30.0,,,319,0,0,0,8458,39,27923,,16084,231,,,
wc4sKL6qNkA,2800-Meter-Brücke in Baltimore bricht ein | ntv #shorts,2024-03-26T13:46:24Z,45,public,3565,32,72.92,4,0,6520,83,8,52,12,0.3,3.9,1.1,11.1,2.3,12.3,2.4,11.4,5.1,22.2,6.1,21.9,,,714,0,0,0,9121,8,12930,,17951,487,,,
SoN7LxrXjdQ,Polarlichter tanzen um brodelnden Vulkan auf Island | ntv #shorts,2024-03-26T13:38:33Z,58,public,3322,35,60.91,9,1,5643,167,7,79,5,,1.3,,4.9,1.4,8.2,2.4,10.6,9.3,19.9,15.5,26.4,,,468,0,0,0,9598,7,10603,,10601,294,,,
KCkk17KZKQg,"Einsturz in Baltimore ""schlimmster denkbarer Fall"" - Experte: Kritischer Punkt getroffen  | ntv",2024-03-26T12:14:32Z,253,public,45078,128,50.78,14,1,21054,143,19,49,34,0.4,3.1,1.1,7.3,2.5,10.0,3.6,11.5,8.5,19.5,10.8,21.7,,,3969,182,0,0,8827,19,0,,254441,495,,,
LjEyl85jjYg,LIVE: Statement GdL zur Tarifeinigung,2024-03-26T10:43:05Z,666,public,2613,248,37.26,1,0,632,15,6,4,0,,,,45.6,,,,54.4,,,,,,,129,0,0,0,7143,6,0,,13485,281,,,
6veZoACaldY,Putins Pakt mit den Russen gefährdet? - Experte Kaim zum brutalen Vorgehen nach dem Anschlag  | ntv,2024-03-26T10:31:04Z,301,public,96226,139,46.29,47,3,41433,465,234,58,245,0.2,2.0,0.7,5.6,1.3,11.0,2.4,12.9,5.2,21.8,9.6,27.3,,,3875,145,0,0,6652,234,0,,562180,454,,,
6Y7E8Q_o3NU,"""Wir müssen wissen, wer in unser Land kommt"" - FDP-Politikerin Teuteberg  im Frühstart | ntv",2024-03-26T09:32:19Z,436,public,21589,147,33.79,8,0,8793,165,67,30,138,0.5,2.1,0.9,6.1,1.8,8.2,3.0,10.0,8.2,17.0,17.7,24.4,,,1028,25,0,0,7112,67,0,,344524,145,,,
azISbEa56bo,LIVE: Statement Deutsche Bahn zur Tarifeinigung,2024-03-26T09:15:07Z,682,public,1715,182,26.76,1,2,564,7,1,3,0,,,,19.8,,27.3,,31.4,9.1,12.4,,,,,124,0,0,0,875,1,0,,13748,257,,,
Viok2MrkZdQ,"2800-Meter-Brücke in Baltimore bricht ein - Schiff rammt Pfeiler, Autos stürzen ins Wasser  | ntv",2024-03-26T08:55:45Z,56,public,18592,37,67.79,6,0,29387,85,9,456,46,1.2,6.5,2.8,15.5,3.3,17.1,3.0,13.9,3.7,16.7,3.0,13.3,,,12032,377,0,0,9043,9,0,,139583,1502,,,
TDvN7luRopQ,LIVE: Pressekonferenz DFB,2024-03-25T16:01:30Z,1151,public,2468,109,9.54,2,3,1349,20,4,2,0,,,,4.1,,12.2,,11.7,5.4,19.6,15.1,31.9,,,83,0,0,0,8333,4,0,,35224,122,,,
_tKD14rbhuo,"""Haben hohe Terrorgefahr und schwache Regierung"" - Philipp Amthor im ntv Frühstart   | ntv Frühstart",2024-03-25T13:04:14Z,370,public,75475,119,32.24,17,1,37964,345,360,83,493,1.4,9.6,2.9,21.9,2.2,15.5,2.7,10.2,4.0,11.0,6.3,12.1,,,10264,101,0,0,4894,360,0,,1485864,191,,,
N6yGb4ijkXU,Terror in Moskau - Neues Video zeigt Feuereröffnung - Kreml führt Gefolterte vor | ntv,2024-03-25T07:51:50Z,103,public,236214,66,64.56,159,7,213125,1232,190,379,731,1.6,9.9,3.1,18.7,3.4,14.8,3.2,10.6,4.6,12.0,5.8,12.0,,0.0,65670,951,0,0,8664,190,0,,4545242,334,,,
vWSMqZ3JZQk,"Israels Armee startet neuen Einsatz in Chan Junis, Partner machen zunehmend Druck | ntv",2024-03-25T06:39:17Z,109,public,1053,55,50.85999999999999,2,0,1140,15,4,4,13,,7.9,,16.7,,14.6,2.9,14.4,3.1,12.9,8.4,19.1,,,75,11,0,0,7895,4,0,,17046,402,,,
MkaSDcfxrow,6-Jähriger bedroht eigenen Lehrer - Großbritannien kämpft gegen inflationäre Messerangriffe | ntv,2024-03-24T15:32:19Z,145,public,7911,81,56.05,3,1,5841,85,1,37,42,,7.3,0.9,11.9,1.7,15.5,2.6,12.3,6.3,15.5,9.9,16.1,,,176,21,0,0,9884,1,0,,46854,454,,,
quD57mieudw,"Haenyo - Südkoreas göttliche Taucherinnen, deren Tradition auszusterben droht | ntv",2024-03-24T12:46:33Z,230,public,1922,92,40.12,0,1,1250,35,0,14,5,,,,13.0,,11.6,,14.4,6.0,20.7,7.7,26.7,,,39,6,0,0,100,0,0,,35013,149,,,
w_LiCzUz9aI,"Terror-Gefahr für Deutschland  durch ISPK-Mitglieder ""bleibt akut"", so Innenministerin Faeser  | ntv",2024-03-24T10:27:06Z,103,public,65523,59,57.60999999999999,66,6,66255,702,122,409,516,1.0,8.3,2.6,18.0,3.4,15.7,3.7,10.4,6.2,11.5,8.2,10.9,,0.1,12833,531,0,0,8519,122,0,,1037055,455,,,
8D2kASbFnjA,"Putin hielt Terror-Hinweis der USA für ""Erpressung"" | ntv",2024-03-24T10:21:37Z,105,public,137744,67,64.56,110,5,121927,1015,222,295,557,0.7,6.3,1.6,14.9,2.3,15.4,2.8,12.2,4.7,15.6,6.9,16.5,,,20438,581,0,0,8205,222,0,,1622356,507,,,
