video_id,title,publish_date,video_length_seconds,privacy_status,wiedergabezeit_minuten,durchschnittliche_wiedergabedauer,durchschnittliche_wiedergabedauer_prozent,gewonnene_abonnenten,verlorene_abonnenten,aufrufe,likes,dislikes,geteilte_inhalte,kommentare,audience_female_age18-24,audience_male_age18-24,audience_female_age25-34,audience_male_age25-34,audience_female_age35-44,audience_male_age35-44,audience_female_age45-54,audience_male_age45-54,audience_female_age55-64,audience_male_age55-64,audience_female_age65-,audience_male_age65-,audience_female_age13-17,audience_male_age13-17,Neue Zuschauer,Klicks auf Abspannelement,Klicks auf Infokartenteaser,Klicks auf Infokarte,Mag ich und Mag ich nicht im Vergleich (%),Mag ich nicht-Bewertungen,Im Feed angezeigt,Geschätzter Umsatz (EUR),Impressionen,Klickrate der Impressionen (%),Thema,Bewertung_Titel,Gestaltung_Thumbnail
lA5NYg0h-P4,"Aus Ampel-Politik ""kann Krise der Demokratie werden"" Jens Spahn im Frühstart | ntv",2024-01-16T11:56:16Z,478,public,21488,211,44.15,5,0,6110,131,56,31,0,,1.6,0.5,6.4,1.0,8.3,3.4,12.0,7.4,21.4,12.6,25.4,,,458,32,0,0,6963,58,0,,105026,373,,,
YHcxid-cqpI,"""Massiver Verlust"" für Russen - ""Fliegende Kommandostation"" zerstört. Reisners Front-Blick | ntv",2024-01-15T17:49:03Z,263,public,890782,138,52.82,463,16,384739,5063,1534,506,0,0.2,2.4,0.4,7.2,0.8,14.6,1.1,17.8,1.9,24.4,2.8,26.3,,0.0,77220,1719,0,0,7681,1530,0,,6151727,451,,,
hiGoJqCVsjw,Proteste bei Wahlkampf: Klimaaktivisten stören Ex-US-Präsident Donald Trump | #ntv #shorts #trump,2024-01-15T16:00:33Z,58,public,7992,29,51.24999999999999,10,0,16132,245,41,26,0,0.1,2.8,0.3,7.0,0.8,12.4,1.6,16.5,4.0,24.9,6.9,22.7,,,1520,0,0,0,86,42,43249,,25609,261,,,
LV5KxCSKL1I,"JU-Vorsitzender Johannes Winkler: ""Demonstranten der letzten Generation haben oft keinen Job.""|#ntv",2024-01-15T14:00:11Z,33,public,1849,26,80.91,6,0,4157,180,33,15,0,0.6,6.2,1.1,12.3,1.6,13.0,1.8,12.5,4.9,18.1,7.7,20.4,,,1035,0,0,0,8409,35,10022,,10321,172,,,
YR_hWDlhEZU,Höllenheiße Lava bedroht Küstenort Grindavik auf Island | ntv #shorts,2024-01-15T13:41:21Z,60,public,551,30,50.73,1,0,1087,27,0,8,0,3.4,8.0,2.8,18.9,2.6,16.8,,7.2,2.8,13.7,10.3,13.4,,,331,0,0,0,100,0,3826,,10378,105,,,
7N5amMnVnqo,"Cem Özdemir zu den Bauern-Protesten: ""Das Problem ist nicht mehr der Agrardiesel."" | #ntv #shorts",2024-01-15T12:00:10Z,40,public,6397,28,71.37,12,0,13445,134,252,42,0,,0.7,,3.4,0.9,7.9,2.9,13.0,6.6,26.0,11.2,27.4,,,868,0,0,0,3358,271,26941,,22311,25,,,
bzYLvyHxweY,Libanon: Israelische Armee beschießt Hisbollah-Miliz | #ntv #shorts,2024-01-15T10:37:02Z,43,public,767,25,58.41,1,0,1834,23,8,2,0,,6.3,,9.6,,11.7,,14.9,3.6,20.2,7.0,26.7,,,246,0,0,0,697,10,3764,,10639,337,,,
rRK0BRuSIQ4,Weltwirtschaftsforum WEF startet - Das sind die wichtigsten Themen und Teilnehmer in Davos | ntv,2024-01-15T10:27:31Z,90,public,8704,52,58.03,20,0,10000,78,196,161,0,0.3,4.3,1.2,9.6,2.8,10.3,4.7,10.1,9.8,13.5,16.2,17.1,,,3050,42,0,0,2811,202,0,,278582,247,,,
JTvco-4aR5Q,"""Problem ist nicht mehr Agrardiesel"" - Minister Özdemir zu Bauern-Protesten  | ntv",2024-01-15T09:42:00Z,479,public,126432,130,27.31,48,3,58000,282,642,139,0,0.2,0.9,0.7,3.7,1.9,8.9,3.7,12.4,8.0,22.6,12.5,24.4,,,16581,180,0,0,3048,641,0,,577529,351,,,
MAx8s-R--xs,"Südspanien: Kriminellenbande um ""Bubu"" zerschlagen | #ntv #shorts",2024-01-13T11:00:15Z,53,public,1820,26,49.88,2,1,4131,67,2,8,0,0.9,5.5,0.8,14.3,1.4,17.4,1.1,15.7,2.1,16.4,6.2,18.4,,,388,0,0,0,971,2,8225,,18060,188,,,
fhabbVheVGE,London: E-Bus steht in Flammen | #ntv #shorts,2024-01-12T17:00:29Z,43,public,1472,18,42.46,5,1,4839,68,3,43,0,1.1,2.8,1.7,10.2,2.2,15.5,3.1,14.9,5.5,18.0,7.9,17.0,,,1312,0,0,0,9583,3,9877,,16404,223,,,
jsa4K2EHkec,"Bald sticht sie in See: ""Icon of the Seas"" ist das größte Kreuzfahrtschiff der Welt | #ntv #shorts",2024-01-12T16:00:36Z,56,public,858,25,44.84,0,0,2052,21,12,8,0,,4.5,,9.7,,9.3,1.6,9.9,3.5,22.2,6.7,32.6,,,375,0,0,0,6364,12,6155,,11142,172,,,
O9VT96m1pm8,Moskau: Putins Tochter gibt verstörendes Interview | #ntv #shorts #russland,2024-01-12T14:00:29Z,60,public,35759,45,75.95,42,3,47085,496,219,245,0,0.1,0.9,1.2,4.3,2.8,9.6,4.0,12.1,8.1,19.6,13.8,23.4,,,5362,0,0,0,6911,223,76616,,108615,619,,,
v0cgInpOa-c,Homöopathie-Mittel sollen als Kassenleistung entfallen - Lauterbach sieht keine Beweise | ntv,2024-01-12T13:23:25Z,115,public,33287,49,42.68,31,0,40695,462,644,386,0,0.5,2.7,1.6,8.7,3.1,12.6,5.1,11.2,9.9,16.3,11.9,16.2,,,10184,0,0,0,4178,641,0,,1679326,124,,,
qAhuwpgkfG8,Droht durch Taiwan-Wahl eine Eskalation mit China? - Favorit ist Kritiker Pekings | ntv,2024-01-12T13:18:52Z,106,public,5649,64,60.88,1,2,5253,56,17,13,0,,6.3,0.8,12.6,2.3,15.4,2.3,15.9,4.4,16.1,4.0,19.9,,,797,11,0,0,7671,17,0,,126632,277,,,
0Ylg4HbFuy0,Putins Tochter sinniert über den Wert menschlichen Lebens | ntv,2024-01-12T13:02:55Z,82,public,27731,53,65.69,23,2,30889,256,116,128,0,0.2,1.6,1.3,6.1,2.4,8.5,3.7,10.2,9.0,15.7,19.0,22.2,,,6978,379,0,0,6915,116,0,,375835,56,,,
sQ3fGP9oFqE,Mecklenburg-Vorpommern: Techniker aus Windrad gerettet | #ntv #shorts #windrad,2024-01-12T12:07:01Z,55,public,2224,27,49.2,4,0,4933,73,6,22,0,0.7,8.7,1.2,12.7,2.2,14.2,1.8,13.9,3.8,18.5,6.6,15.5,,,1282,0,0,0,9241,6,8404,,14702,246,,,
VEZNt7FFaU8,Gaza: CNN-Reporter im Tunnel-Netzwerk der Hamas | #ntv #shorts #gaza,2024-01-11T14:30:13Z,59,public,4488,34,58.88,6,1,7752,98,34,5,0,,6.0,,13.2,0.7,17.6,0.9,17.3,1.8,21.0,4.5,17.0,,,1170,0,0,0,6903,48,15294,,16967,19,,,
Y2f5vlK7HtI,Brasilien: Hubschrauber stürzt auf Straße | #ntv #shorts #hubschrauber,2024-01-11T13:00:22Z,59,public,2501,28,47.62,1,0,5341,52,8,14,0,0.6,6.6,0.5,7.9,1.0,14.1,0.7,13.7,3.8,17.6,9.3,23.1,,1.0,1120,0,0,0,8667,8,9500,,16263,314,,,
vdpQnFk1MlE,"SPD-Chefin Esken: ""Die AfD ist ein rechtsradikaler Flügel."" | #ntv #shorts #nachrichten",2024-01-11T11:55:03Z,47,public,15975,31,66.07,14,1,30869,238,1110,126,0,,0.8,0.3,3.4,0.9,7.7,1.9,13.4,6.0,25.2,12.4,27.9,,,2590,0,0,0,176,1133,55212,,60132,298,,,
LadFfN-a00U,Russland verheizt Panzer um Panzer: Ukrainer filmen Friedhof Awdijiwka-Front | ntv,2024-01-11T09:05:35Z,182,public,1522044,95,52.44,2503,47,956787,7205,2336,838,0,1.2,6.4,1.7,12.3,1.3,17.8,1.0,17.8,1.2,20.3,1.2,17.3,0.1,0.4,619505,5306,0,0,756,2404,0,,15629206,57,,,
7ghrqG_4DSo,"SPD-Chefin Esken: ""Wir sollten nicht warten, bis die AfD zu relevant ist"" | ntv #Frühstart",2024-01-11T08:57:44Z,436,public,35646,147,33.9,21,6,14469,131,968,116,0,,2.5,0.5,8.1,1.5,10.7,2.3,12.6,6.4,20.4,11.8,23.2,,,2048,56,0,0,1216,968,0,,274836,343,,,
2mr0IZXoUo4,"Auch Weidels Büroleiter war Gast: ""Masterplan""-Treffen: AfD übt sich in Beschwichtigungen | ntv",2024-01-11T07:08:00Z,112,public,39984,62,55.54,21,3,38566,427,1353,222,0,0.5,4.3,1.4,12.9,2.2,14.2,2.4,11.7,5.2,16.3,9.1,19.8,,,8592,173,0,0,24,1352,0,,881982,324,,,
rey4jJ3CsBw,"GDL-Chef Weselsky zu einer Zukunft als Bahn-Chef: ""Kein klares Nein."" | #ntv #shorts #gdl",2024-01-10T14:30:14Z,35,public,2725,30,86.52,5,1,5400,141,16,32,0,0.6,4.8,,6.9,0.9,8.9,0.9,12.3,4.8,19.7,11.5,28.8,,,812,0,0,0,9086,16,8377,,31368,454,,,
yv-pf7A48UQ,"GDL-Chef Weselsky: ""Ich treffe überwiegend auf Verständnis."" | #ntv #shorts #gdl",2024-01-10T12:30:38Z,47,public,3151,32,69.62,5,0,5778,108,21,13,0,0.5,6.1,0.6,10.7,1.1,11.3,0.9,11.1,3.8,19.7,9.5,24.6,,,829,0,0,0,8409,21,10266,,19472,366,,,
paUdjZ4HkYo,"""Und ich trinke in Ruhe Kaffee"" - Eins der letzten Interviews mit ""Kaiser"" Beckenbauer | ntv",2024-01-10T12:24:54Z,448,public,4170121,145,32.44,1248,32,1721838,15715,231,5929,0,0.2,2.4,0.8,9.4,2.1,14.8,4.2,15.1,8.6,18.1,10.2,13.8,0.0,0.0,948655,0,0,0,9853,237,0,,18084157,737,,,
om7KxpPzx3I,Ausnahmezustand in Ecuador: Bewaffnete stürmen TV-Sender und Universität | #ntv #shorts #ecuador,2024-01-10T11:30:33Z,56,public,13873,20,36.81,15,0,40388,188,27,39,0,0.3,4.1,0.7,15.6,1.3,19.9,1.5,18.2,2.6,20.0,3.0,12.7,,,4413,0,0,0,883,31,107551,,11608,201,,,
a0lnUGDk0jo,"""Kein klares Nein"" - Weselsky will Zukunft als Bahn-Chef nicht ausschließen | ntv",2024-01-10T10:17:51Z,190,public,26996,85,45.2,21,2,18862,327,53,122,0,0.4,8.0,0.7,13.2,1.6,13.3,2.2,11.1,4.3,15.4,9.0,20.8,,,4538,158,0,0,8594,53,0,,1000231,11,,,
0lNNbfymMZM,"""Statt sinnlos zu kürzen, muss Ampel an Superreiche"" - Linken-Chefin Wissler| ntv #Frühstart",2024-01-10T10:05:16Z,478,public,37575,120,25.27,22,0,18666,283,287,56,0,0.4,2.6,1.2,8.4,2.3,11.1,3.0,11.4,7.6,17.1,12.6,22.3,,,3481,25,0,0,4947,287,0,,1017031,115,,,
toAUlD7jFSg,"""Ampel muss an Superreiche"" - Linken-Chefin Wissler im Frühstart | ntv #shorts",2024-01-10T10:02:35Z,32,public,1536,22,71.1,0,0,4051,92,22,5,0,0.6,6.2,1.4,15.5,1.6,14.1,1.8,13.2,3.8,17.1,6.9,17.6,,,1099,0,0,0,807,22,7919,,8189,232,,,
mYJ3gZ2_AV8,Entsetzen über Jetski-Einsatz: Hai auf Rochenjagd versetzt Badende in helle Aufregung | ntv,2024-01-10T09:54:35Z,97,public,1384,58,59.97,0,0,1428,9,4,3,0,,,,12.3,5.6,29.9,,20.1,6.0,26.1,,,,,108,14,0,0,6923,4,0,,19611,534,,,
2UZmFTpG9SY,Drogenkrieg eskaliert: Bewaffnete stürmen TV-Sender und Universität in Ecuador | ntv,2024-01-10T07:48:39Z,150,public,25968,76,51.2,38,3,20286,245,25,148,0,1.0,6.8,2.3,15.3,2.4,16.6,2.9,12.1,5.4,13.2,9.1,13.0,,,6140,71,0,0,9088,25,0,,377817,395,,,
jnOAcbCyFXA,"FDP-Generalsekretär Djir-Sarai: ""Man darf nicht vergessen, wer die letzten 16 Jahre regiert hat.""",2024-01-09T17:30:04Z,56,public,1473,26,48.14,3,0,3280,35,29,3,0,0.8,4.0,1.5,9.2,2.0,12.9,1.7,10.0,3.3,16.4,11.2,26.9,,,598,0,0,0,5469,29,7842,,13821,167,,,
c4bmMIWZK8s,Rom: Hunderte zeigen verbotenen Faschistengruß | #ntv #shorts #italien,2024-01-09T15:30:17Z,54,public,17335,27,51.04,18,0,37738,372,124,944,0,0.7,4.3,0.9,9.6,1.6,14.8,2.3,16.3,3.9,22.8,4.8,18.0,,,8874,0,0,0,7609,159,82160,,39420,716,,,
vkUczVkd5QM,Washington: SUV fährt in Tor von Weißem Haus | #ntv #shorts #whitehouse,2024-01-09T13:41:08Z,56,public,779,22,40.71,1,0,2051,24,2,3,0,,8.3,,11.7,2.1,14.4,,12.8,4.4,14.7,8.6,23.0,,,261,0,0,0,9231,2,3973,,8569,166,,,
rvvJTglEOg8,Franz Beckenbauer ist tot - Deutschland verliert seine größte Fußball-Legende | ntv,2024-01-09T12:22:52Z,145,public,15810,81,55.95,18,1,11693,64,3,22,0,,1.8,0.3,5.4,0.6,11.3,1.7,13.0,4.7,22.3,13.0,25.8,,,2885,77,0,0,9552,3,0,,207244,318,,,
R2b28MuDfVc,"Özdemir zu Bauernprotest: ""Bei manchen fragt man sich, ob sie an Amnesie leiden"" | ntv",2024-01-09T12:18:57Z,306,public,168932,120,39.26,65,3,84365,739,2152,292,0,0.3,3.2,1.0,9.7,2.2,13.6,3.5,14.1,7.2,19.3,8.9,16.9,,,23061,143,0,0,2555,2150,0,,1193976,461,,,
6LNz12Q0or0,Zu Fuß nach Gaza - Israelis zeigen ntv-Reporterin riesigen Hamas-Terror-Tunnel | ntv,2024-01-09T10:34:53Z,158,public,27886,97,61.7,29,3,17164,255,135,61,0,0.5,5.2,1.9,12.6,2.3,14.3,2.6,12.0,5.4,15.7,7.2,20.4,,,4305,228,0,0,6521,135,0,,431391,298,,,
tU4XfHLXLr0,"""Merkels katastrophale Fehlentscheidungen korrigieren"" -  FDP-General Djir-Sarai | ntv #Frühstart",2024-01-09T10:29:11Z,401,public,20617,128,32.14,13,1,9599,152,88,45,0,0.4,1.6,0.6,6.6,1.8,9.2,2.3,10.5,8.0,19.4,14.4,25.4,,,1272,10,0,0,6356,86,0,,379262,166,,,
Xg9Zkhq6Oos,"""Für Wahlen zwei Dinge wichtig"" - Sahra Wagenknecht erklärt Pläne ihrer neuen Partei | ntv",2024-01-09T09:21:20Z,377,public,79820,186,49.4,44,2,25715,624,81,189,0,0.5,3.5,1.4,8.9,3.0,10.9,3.8,10.0,7.9,16.9,11.5,21.7,,,6903,106,0,0,8835,82,0,,243671,557,,,
ZqrvEkJ6ys0,"""Angriffe der Russen sind verheerend"" - Oberst Reisners Blick auf die Front | ntv",2024-01-09T09:16:52Z,369,public,1146318,181,49.1,502,22,379657,6504,2628,876,0,0.1,1.8,0.3,7.0,0.7,15.5,1.0,19.1,1.7,25.1,2.6,24.9,,,61236,2000,0,0,7131,2623,0,,5275599,528,,,
cSdoH2yEIWI,Blitzender Tornado fegt über Florida | #ntv #shorts #florida #tornado,2024-01-08T16:00:19Z,60,public,636,25,43.18,0,0,1474,26,1,7,2,,4.3,,7.9,,14.0,2.0,10.1,9.1,16.6,15.0,21.1,,,343,0,0,0,963,1,3788,,11214,151,,,
D5uamBCCtMM,"""Bauern sollen die Zeche für das Ampelchaos zahlen"" - Dobrindt im #Frühstart | ntv",2024-01-08T15:02:35Z,418,public,34091,147,35.26,25,2,13877,312,49,46,136,,1.1,0.6,3.5,1.1,7.1,3.0,9.1,9.1,19.1,17.9,28.3,,,2162,18,0,0,8631,49,0,,279857,238,,,
fq0PphMb1KU,Einigung scheint nicht in Sicht: Habeck veröffentlicht Videobotschaft zu Bauernprotest | ntv,2024-01-08T14:33:31Z,102,public,9860,65,64.23,12,2,9031,236,37,44,104,0.3,3.1,1.3,6.6,2.7,10.1,4.3,11.3,10.5,17.0,15.4,17.3,,,2204,70,0,0,8645,37,0,,162505,35,,,
1ZIMwMIGtjU,Vorfall im Westjordanland: Israelische Polizisten erschießen Dreijährige | #ntv #shorts,2024-01-08T14:00:02Z,56,public,2230,35,62.88,3,0,3800,23,10,5,10,,4.3,0.7,15.9,1.2,18.6,0.5,20.0,2.4,20.0,2.2,14.1,,,603,0,0,0,697,10,7610,,9401,176,,,
t6A4Mis2AQg,"Alexander Dobrindt (CSU) im Frühstart: ""Bauern haben unsere Unterstützung."" | #ntv #shorts #csu",2024-01-08T12:00:51Z,58,public,2272,31,54.6,5,0,4306,154,21,16,16,,3.6,,9.1,1.3,11.6,2.6,11.9,5.5,19.4,11.2,23.8,,,724,0,0,0,8793,21,9250,,15100,164,,,
Gg32aueLbRs,"Unwahrscheinlich, dass die Regierung nachgibt - ntv-Reporterin Kuhnert zu Bauernprotest | ntv",2024-01-08T10:41:57Z,89,public,61673,59,66.76,59,4,62276,474,786,178,762,0.7,4.9,1.9,13.3,2.4,13.9,3.4,12.2,6.7,16.8,8.2,15.5,,,19973,334,0,0,3757,786,0,,1899880,255,,,
w5CgOHRg7Zw,Herausgebrochenes Flugzeugteil in Portland gefunden | #ntv #shorts #boeing,2024-01-08T10:38:00Z,53,public,2344,22,43.23,2,0,6140,51,12,17,1,0.5,11.3,0.6,10.9,0.7,8.6,1.1,11.1,2.6,19.8,5.7,26.5,,0.6,1622,0,0,0,8095,12,15149,,8866,165,,,
QV68QwTRsss,"""Protest für Umsturzpläne nutzen"" - Von Lucke zur Unterwanderung der Bauern durch Rechte | ntv",2024-01-08T10:36:51Z,309,public,155104,170,55.05,68,8,54708,676,1484,188,1146,0.5,2.1,0.9,5.8,1.8,9.1,3.0,11.5,7.0,20.5,12.7,25.0,,,10907,234,0,0,312,1482,0,,1287677,32,,,
2R247-9utK4,Streit um Subventionen: Wie es den Landwirten in Deutschland finanziell geht | ntv,2024-01-08T09:09:50Z,90,public,16354,50,55.93,24,1,19494,276,86,68,139,1.0,4.3,2.6,11.3,3.5,12.0,4.3,9.9,7.7,14.7,11.2,17.4,,,7844,196,0,0,7624,86,0,,789545,184,,,
tl-MBWTxmm4,Unterstützer und Nutznießer AfD: Wie rechte Gruppen die Bauern-Proteste unterwandern | ntv,2024-01-05T15:37:45Z,133,public,134517,80,60.17,102,16,100861,1111,1490,461,1759,0.7,5.9,1.7,13.4,2.9,16.0,3.4,13.5,5.8,16.9,6.2,13.6,,0.0,31993,319,0,0,4261,1499,0,,1175588,622,,,
5OinYgphHKQ,Bergung des Flugzeug-Wracks in Tokio | #ntv #shorts #tokio,2024-01-05T15:00:03Z,56,public,1136,20,35.76,0,0,3405,40,1,1,0,,7.4,,13.1,,16.3,0.7,16.2,3.4,16.6,4.4,21.9,,,651,0,0,0,9756,1,6684,,10396,178,,,
C_ugY-dXuAY,"Abschied mit brechender Stimme - Merz: Ohne Schäuble ""stünde ich heute nicht hier"" | ntv",2024-01-05T13:14:43Z,493,public,406556,169,34.42,175,7,143738,1136,337,419,353,0.3,2.3,0.8,4.3,1.9,6.4,4.1,8.0,10.6,13.4,26.4,21.4,,,51638,419,0,0,7721,338,0,,1540534,487,,,
cILB6VUrl-I,"""Die AfD besteht aus lichtscheuen Gesellen"" - Augstein und Blome zu Parteiverbot | ntv #Gegenverkehr",2024-01-05T11:38:57Z,215,public,84535,90,42.32,51,7,55742,442,3081,277,2014,0.3,2.6,0.6,6.6,1.3,9.8,2.3,12.6,5.7,21.3,10.7,25.9,,,11700,175,0,0,1252,3087,0,,1449709,24,,,
vzuirFliufo,Tumult zwingt Habeck zur Umkehr - Bauern-Ansturm auf anlandende Fähre | ntv #shorts,2024-01-05T11:32:47Z,60,public,24165,33,56.04,31,3,43122,1270,79,393,202,0.4,4.2,1.0,12.9,2.0,16.3,2.8,14.3,5.4,18.3,6.8,15.6,,,9108,0,0,0,9413,80,100992,,88544,819,,,
FhMvDSrmrOk,Tote bei Brand in Uelzener Klinik | ntv #shorts,2024-01-05T11:25:46Z,56,public,1449,32,57.19,2,0,2716,28,2,20,1,1.4,5.1,2.7,7.3,2.1,12.5,4.4,11.2,10.0,12.7,14.1,16.6,,,1023,0,0,0,9333,2,4716,,20977,421,,,
uYhTT3OXDLE,Vizekanzler zur Umkehr gezwungen - Tumult an Habecks Fähre: Videos zeigen Bauern-Ansturm | ntv,2024-01-05T11:15:25Z,117,public,149058,68,58.49,84,3,130700,1700,282,601,1448,1.1,7.7,1.9,15.7,2.4,14.0,3.3,12.0,6.3,14.7,7.8,12.9,,0.0,54396,542,0,0,8573,282,0,,3527376,274,,,
f5f6icXAn1E,LIVE: Abschied von Wolfgang Schäuble,2024-01-05T10:59:21Z,3438,public,675442,572,16.64,147,14,70820,512,80,366,0,0.5,5.4,1.5,7.9,2.5,8.8,4.9,9.2,10.9,11.7,21.4,15.0,,0.1,29074,0,0,0,8646,80,0,,714371,724,,,
qmCAZUiwwdA,Angriff auf Arzt und Pfleger: Video hält Angriff in Berliner Krankenhaus fest | ntv,2024-01-04T19:19:19Z,76,public,20266,55,73.18,21,6,21864,123,23,831,274,1.8,6.7,3.4,15.6,4.9,18.0,4.6,12.4,7.0,12.9,5.1,7.6,,,10448,256,0,0,8389,24,0,,104356,1228,,,
w42awziSmAg,"""Stinger immer auf der Schulter"" - Kriegsversehrte schießen den Himmel über Kiew frei | ntv",2024-01-04T19:14:42Z,98,public,8967,59,61.1,6,0,8986,118,22,13,27,,1.0,,6.4,0.4,16.8,1.2,18.3,0.8,26.4,1.4,27.3,,,363,103,0,0,8451,22,0,,100666,612,,,
crbEI8aMEhU,"Dabei hat er im Prozess ausführlich beteuert, dass er sich gebessert habe | #ntv #shorts",2024-01-04T16:01:54Z,60,public,2198,29,49.03,1,0,4483,65,5,8,5,,3.0,0.5,8.5,1.1,15.2,1.4,15.1,5.4,21.1,7.7,20.8,,,580,0,0,0,9286,5,7754,,12189,198,,,
0g_ab-ACnHc,Temperaturen von deutlich unter -40 Grad lassen Schweden bibbern | #ntv #shorts,2024-01-04T15:55:26Z,56,public,1650,27,49.42,0,0,3578,62,0,29,10,,2.0,,4.9,0.8,11.9,0.8,13.2,6.0,23.8,10.3,26.3,,,462,0,0,0,100,0,7067,,17420,362,,,
3yBQDoVB0jg,Wo Russland und die Ukraine zusammenarbeiten - ntv-Reporter Fritz umreißt seltene Abkommen | ntv,2024-01-04T13:51:54Z,156,public,17982,69,44.8,13,0,15440,99,12,16,18,,1.3,0.5,5.5,0.5,11.5,1.7,15.0,3.8,24.7,7.5,28.0,,,1948,64,0,0,8929,12,0,,176120,534,,,
zWpiLscuKmo,Die Flutgebiete Deutschlands im Überblick - Scholz besucht in Sachsen-Anhalt | ntv,2024-01-04T13:44:17Z,114,public,22350,58,51.53,17,0,22828,134,86,54,128,0.6,4.7,1.3,11.5,2.6,11.8,4.0,11.4,7.9,16.0,10.4,17.7,,,7373,109,0,0,6091,86,0,,615988,259,,,
b352sN63G5k,Hechtsprung aus heiterem Himmel - Angeklagter greift Richterin an | ntv,2024-01-04T11:48:11Z,146,public,100682,95,65.57,50,6,63107,716,46,709,298,0.8,6.0,1.8,14.0,3.0,17.4,3.6,13.3,6.1,14.9,6.9,12.2,,,19307,1674,0,0,9404,46,0,,1009958,446,,,
jFdZGlA96AY,"""Erstes Halbjahr wird an der Börse etwas ruppiger"": Experte Richter über Zinsen und Welthandel | ntv",2024-01-04T11:12:34Z,198,public,996,100,51.0,1,0,592,8,0,3,2,,,,,,,,,100.0,,,,,,134,3,0,0,100,0,0,,24225,165,,,
OiUcdvkf4Sw,Transgender im Sport - die Suche nach einer Lösung | ntv,2024-01-04T10:04:26Z,614,public,1118,152,24.9,0,1,439,11,10,3,8,,,,51.9,,,,,,48.1,,,,,76,0,0,0,50,10,0,,16070,207,,,
PGMcqMDeS2c,"""Groschengrab"" wird 70: Als das Parken noch zehn Pfennig kostete | ntv",2024-01-04T09:29:06Z,61,public,327,30,50.5,0,1,638,15,3,9,5,,,,17.6,,21.0,,15.3,8.0,15.9,8.5,13.6,,,62,0,0,0,8333,3,0,,16539,169,,,
zdSblctF2h0,"Massive Luftangriffe auf Ukraine, mehrere Tote | ntv #shorts",2024-01-03T19:31:08Z,45,public,6046,34,76.17,7,0,10585,158,31,17,34,,0.5,0.2,4.1,0.4,10.4,1.3,15.2,3.8,23.2,7.7,33.1,,,316,0,0,0,8307,32,17000,,27472,246,,,
YG25cKMkLJw,Mit Böllern beladenes Auto explodiert. Schuld war wohl eine Zigarette. | ntv #shorts,2024-01-03T19:28:35Z,49,public,1522,31,65.18,0,0,2861,57,2,50,6,,,,7.7,1.7,15.9,2.7,17.9,5.3,18.0,8.3,22.4,,,298,0,0,0,9661,2,4334,,13822,346,,,
lH_5_n5T8P8,ntv-Reporter Fritz: Ukraine leidet unter massivem Beschuss der russischen Truppen | #ntv #shorts,2024-01-03T16:00:28Z,43,public,2567,24,56.14,4,0,6381,71,18,5,16,,,,5.9,,17.5,,21.9,2.1,25.4,5.1,22.2,,,272,0,0,0,7955,18,12078,,12046,17,,,
RYohTnnTqVY,"""Oh Gott!"" - Tetris durchgespielt? - 13-Jähriger bringt Kultgame zum Absturz - bei Level 157 | ntv",2024-01-03T12:40:08Z,77,public,88035,53,69.99,29,5,98008,496,24,1068,62,1.0,12.0,2.4,25.3,3.1,28.9,1.8,12.9,1.7,5.4,1.5,3.4,,0.5,71866,1582,0,0,9546,24,0,,304378,2195,,,
Vln-bElYMm4,"Schuldenbremse einzuhalten ""ist sehr schwer"" - Ex-Regierender Müller im ""ntv Frühstart"" | ntv",2024-01-03T11:51:36Z,386,public,1084,124,32.35,0,1,521,15,10,5,9,,,,,,16.9,,19.6,8.1,19.6,14.2,21.6,,,27,3,0,0,60,10,0,,19874,157,,,
b9YgYsbw5jw,Michael Müller im Frühstart: Die Tötung des Hamas-Vize bedeutet eine neue Eskalationsstufe| #ntv,2024-01-03T11:26:09Z,58,public,1518,27,47.97,1,0,3276,39,13,4,11,,4.3,1.0,11.5,1.3,13.1,1.2,11.5,4.8,20.5,8.6,22.2,,,735,0,0,0,75,13,7023,,10544,174,,,
dNO6GioBqAs,"Experte lobt JAL-Kabinencrew: ""Bei so Unfällen liegt's am Piloten oder Fluglotsen"" | ntv",2024-01-02T15:56:59Z,198,public,36319,94,47.78,24,0,23035,169,17,29,26,0.7,4.6,2.1,10.8,2.7,13.7,3.0,14.1,5.1,19.3,5.7,18.0,,,7800,40,0,0,9086,17,0,,480917,305,,,
skKWLHdx5gA,"""Böllerverbot ist der falsche Weg"" - Berlins Regierender Wegner im ""ntv Frühstart"" | ntv",2024-01-02T12:28:54Z,442,public,6974,125,28.39,3,1,3335,45,35,4,67,1.0,5.1,1.3,11.6,2.6,15.7,3.8,14.7,6.5,13.3,9.5,14.7,,,784,9,0,0,5625,35,0,,259232,76,,,
HqWCoADUK7k,Angriff im Wahlkampf in Südkorea: Attentäter sticht Politiker vor laufender Kamera in Hals | ntv,2024-01-02T12:15:36Z,80,public,4573,51,64.78,4,0,5295,49,5,47,18,0.8,8.7,2.1,16.8,3.3,15.5,3.6,10.5,5.3,12.6,8.4,12.5,,,1284,35,0,0,9074,5,0,,111026,343,,,
d9hkkoS0vX4,"""Nähern uns Kulminationspunkt"" - Reisner: Aktuelle russische Angriffe haben drei Absichten | ntv",2024-01-01T17:23:21Z,340,public,783948,175,51.6,271,7,268131,3862,683,551,742,0.3,2.2,0.6,8.0,1.1,16.6,1.5,18.8,2.5,23.4,3.6,21.4,,0.0,52890,873,0,0,8499,682,0,,4801361,381,,,
